,Eid,Cite-By_Count,Title
5484,2-s2.0-85049950224,13,Transcriptional and post-transcriptional regulation of PenA β-lactamase in acquired Burkholderia pseudomallei β-lactam resistance
5485,2-s2.0-85049352978,21,A fluorometric paper-based sensor array for the discrimination of volatile organic compounds (VOCs) with novel salicylidene derivatives
5486,2-s2.0-85048987782,36,GRAMD1B regulates cell migration in breast cancer cells through JAK/STAT and Akt signaling
5487,2-s2.0-85048803316,40,Metabolic variation in the pulps of two durian cultivars: Unraveling the metabolites that contribute to the flavor
5488,2-s2.0-85048567058,22,"A comparative study of mango seed kernel starches and other commercial starches: the contribution of chemical fine structure to granule crystallinity, gelatinization, retrogradation, and pasting properties"
5489,2-s2.0-85048009800,55,Investigation of benzylisoquinoline alkaloid biosynthetic pathway and its transcriptional regulation in lotus
5490,2-s2.0-85047873668,41,"An α-1,6-and α-1,3-linked glucan produced by Leuconostoc citreum ABK-1 alternansucrase with nanoparticle and film-forming properties"
5491,2-s2.0-85047738612,0,Late Presentation of Anomalous Origin of the Right Pulmonary Artery
5492,2-s2.0-85047635337,25,Cypripedin diminishes an epithelial-to-mesenchymal transition in non-small cell lung cancer cells through suppression of Akt/GSK-3β signalling
5493,2-s2.0-85047370082,36,Genome-wide association study identified new susceptible genetic variants in HLA class i region for hepatitis B virus-related hepatocellular carcinoma
5494,2-s2.0-85047222753,16,The Influence of Nonionic Surfactant Adsorption on Enzymatic Hydrolysis of Oil Palm Fruit Bunch
5495,2-s2.0-85047221923,14,"Evaluation of FOCEI and SAEM Estimation Methods in Population Pharmacokinetic Analysis Using NONMEM <sup>®</sup> Across Rich, Medium, and Sparse Sampling Data"
5496,2-s2.0-85047085444,25,Yttrium (III) Recovery with D2EHPA in Pseudo-Emulsion Hollow Fiber Strip Dispersion System
5497,2-s2.0-85047069081,14,Relativistic finite-difference time-domain analysis of high-speed moving metamaterials
5498,2-s2.0-85047013666,55,Novel canine circovirus strains from Thailand: Evidence for genetic recombination
5499,2-s2.0-85046658445,22,Identification of the effector domain of biglycan that facilitates BMP-2 osteogenic function
5500,2-s2.0-85046396881,12,Screening cyanobacteria from marine coastal waters of Thailand for biohydrogen production
5501,2-s2.0-85046342744,12,"A randomized, double-blind, placebo-controlled trial on the efficacy of ginger in the prevention of abdominal distention in post cesarean section patients"
5502,2-s2.0-85046033651,33,Prevalence and risk factors of depression among Indonesian elderly: A nursing home-based cross-sectional study
5503,2-s2.0-85045977629,36,"MitoQ supplementation prevent long-term impact of maternal smoking on renal development, oxidative stress and mitochondrial density in male mice offspring"
5504,2-s2.0-85045899073,11,Bio-composite hydrogels of cellulose and vulcanized natural rubber with nanointerconnected layers for reinforced water-retaining materials
5505,2-s2.0-85045404571,18,Genetic homogeneity of goat malaria parasites in Asia and Africa suggests their expansion with domestic goat host
5506,2-s2.0-85044978366,20,Cyperenoic acid suppresses osteoclast differentiation and delays bone loss in a senile osteoporosis mouse model by inhibiting non-canonical NF-κB pathway
5507,2-s2.0-85044773884,182,The Compensatory Immune-Regulatory Reflex System (CIRS) in Depression and Bipolar Disorder
5508,2-s2.0-85044574720,20,Structural prediction of host-guest structure in lithium at high pressure
5509,2-s2.0-85044545374,54,The Endoplasmic Reticulum Stress Response in Neuroprogressive Diseases: Emerging Pathophysiological Role and Translational Implications
5510,2-s2.0-85044043279,5,"Analysis of the complete mitochondrial genome of the giant honeybee, Apis dorsata, (Hymenoptera: Apidae) in Thailand"
5511,2-s2.0-85043975323,26,"Polygonumins A, a newly isolated compound from the stem of Polygonum minus Huds with potential medicinal activities"
5512,2-s2.0-85042115713,14,The High-Pressure Superconducting Phase of Arsenic
5513,2-s2.0-85041852469,29,The model of circulating immune complexes and interleukin-6 improves the prediction of disease activity in systemic lupus erythematosus
5514,2-s2.0-85041696827,26,"Oxidized Carbon Black: Preparation, Characterization and Application in Antibody Delivery across Cell Membrane"
5515,2-s2.0-85041534447,9,One-pot synthesis of wormhole-like mesostructured silica with a high amine loading for enhanced adsorption of clofibric acid
5516,2-s2.0-85037734965,13,Intelligent monitoring and prediction of tool wear in CNC turning by utilizing wavelet transform
5517,2-s2.0-85018465432,9,Rare zooxanthellate Nanipora octocoral (Helioporacea) in the Gulf of Thailand
5518,2-s2.0-84946771902,2,THE great transition: Implications from environmental policy for the quality-quantity trade-off in children-rearing
5519,2-s2.0-85068981951,11,"An integrative identification guide to the Hydrozoa (Cnidaria) of Bocas del Toro, Panama"
5520,2-s2.0-85061919665,3,Factors associated with death acceptance among thai patients with advanced cancer
5521,2-s2.0-85058772752,88,Clinical and laboratory diagnosis of TTP: An integrated approach
5522,2-s2.0-85055711737,14,Regulation of periostin expression by Notch signaling in hepatocytes and liver cancer cell lines
5523,2-s2.0-85057986772,28,Evidence for the Associated Production of a Single Top Quark and a Photon in Proton-Proton Collisions at s =13 TeV
5524,2-s2.0-85057790514,11,Analysis of socioeconomic and behavioral factors influencing participation in community-based recycling program: A case of peri-urban town in Thailand
5525,2-s2.0-85081041957,20,Nanomaterial-incorporated nanofiltration membranes for organic solvent recovery
5526,2-s2.0-85079063133,22,Zeolite-based mixed matrix membranes for hazardous gas removal
5527,2-s2.0-85060047287,7,A Direct Load Control Algorithm for Air Conditioners Concerning Customers' Comfort
5528,2-s2.0-85060044375,3,Development of Smart Water Heater Complied with MQTT and ECHONET Lite Protocols
5529,2-s2.0-85060027156,9,Baseline Calculation of Industrial Factories for Demand Response Application
5530,2-s2.0-85060019355,1,Development of a Gateway for OpenADR-ECHONET Lite Protocols with Raspberry Pi Board
5531,2-s2.0-85059979876,11,Thin cloud removal using local minimization and logarithm image transformation in HSI color space
5532,2-s2.0-85058487456,2,"Diplazium thailandicum (Athyriaceae), a new fern from Thailand"
5533,2-s2.0-85060053075,3,Magnetization of NdFeB Permanent Magnet Considering Demagnetization Effect
5534,2-s2.0-85059897171,1,Demonstration of Photovoltaic Effects in Hybrid Type-I InAs/GaAs Quantum Dots and Type-II GaSb/GaAs Quantum Dots
5535,2-s2.0-85058680496,0,Liquid-Phase Sintering and Properties of PIMed 10-20 vol.% SiC<inf>p</inf>-Reinforced Aluminium Composites
5536,2-s2.0-85057074670,19,Discovery and Characterization of Cyclotides from Rinorea Species
5537,2-s2.0-85056355088,33,"Global identity, perceptions of luxury value and consumer purchase intention: a cross-cultural examination"
5538,2-s2.0-85056148744,28,A novel paper-based colorimetry device for the determination of the albumin to creatinine ratio
5539,2-s2.0-85059965712,56,Deep Learning for Stock Market Prediction Using Event Embedding and Technical Indicators
5540,2-s2.0-85057147051,13,Concurrent Starbursts in Molecular Gas Disks within a Pair of Colliding Galaxies at z = 1.52
5541,2-s2.0-85057037052,7,Microbial and small eukaryotes associated with reefs in the upper Gulf of Thailand
5542,2-s2.0-85038030583,17,Computational screening of fatty acid synthase inhibitors against thioesterase domain
5543,2-s2.0-85044392724,6,Combination of three-dimensional ultrasound measurement of foetal adrenal gland enlargement and placental alpha microglobulin-1 for the prediction of the timing of delivery within seven days in women with threatened preterm labour and preterm labour
5544,2-s2.0-85029605828,11,A new 4-arylflavan from the pericarps of Horsfieldia motleyi displaying dual inhibition against α-glucosidase and free radicals
5545,2-s2.0-85057568646,0,Shrink sleeve labelling on aluminium can implement for air freshener product
5546,2-s2.0-85057563356,1,Application of design of experiments for industrial paint production process improvement
5547,2-s2.0-85057541176,1,Collaborative product development project selection from supply chain integration
5548,2-s2.0-85057522094,1,Solving cockpit crew scheduling problem of a low-cost airline using metaheuristics
5549,2-s2.0-85055500593,27,Titanium nitride promoted Ni-based SBA-15 catalyst for dry reforming of methane
5550,2-s2.0-85055027807,31,Recent developments in bifunctional air electrodes for unitized regenerative proton exchange membrane fuel cells – A review
5551,2-s2.0-85052468709,22,Compatibility of banana starch nanocrystals/poly(butylene succinate) bio-nanocomposite packaging films
5552,2-s2.0-85051952905,37,"One pot preparation of chitosan/hyaluronic acid-based triple network hydrogel via in situ click reaction, metal coordination and polyion complexation in water"
5553,2-s2.0-85057781904,5,"Ceropegia foetidiflora sp. Nov. (Asclepiodoideae, Apocynaceae), a new species from northeastern Thailand"
5554,2-s2.0-85056577463,4,Comparative effectiveness of anti-viral drugs with dual activity for treating hepatitis B and HIV co-infected patients: A network meta-analysis
5555,2-s2.0-85206938967,0,Future trends in energy and climate change in Thailand
5556,2-s2.0-85056615077,39,The Molecular Gas Content and Fuel Efficiency of Starbursts at z ∼ 1.6 with ALMA
5557,2-s2.0-85058433758,14,Thai defamatory text classification on social media
5558,2-s2.0-85056159676,5,Optical Properties of Individual Aragonite Plates from Nacre
5559,2-s2.0-85066101032,7,Factors influencing the quality of life among Indonesian elderly: A nursing home-based cross-sectional survey
5560,2-s2.0-85066074915,4,Health and disease concepts: an approach to health development
5561,2-s2.0-85057461681,4,Developement of Composite Armors Using Natural Rubber Reinforced with Steel Wire Mesh for Ballistic Resistance
5562,2-s2.0-85048018727,30,"Examining the relationships between HR practices, organizational job embeddedness, job satisfaction, and quit intention: Evidence from Thai accountants"
5563,2-s2.0-85061255485,4,Investigation of instructional design on reading comprehension affect the demand for mobile application for students with learning disabilities
5564,2-s2.0-85058182042,6,Comparison of perceived waiting time between two lengths of progress indicator and two styles of graphics animation with perceived uncertainty as a covariate
5565,2-s2.0-85058151306,6,Detecting points of interest in a city from taxi GPS with adaptive DBSCAN
5566,2-s2.0-85054660492,65,<sup>1</sup>H NMR Metabolomics Identifies Underlying Inflammatory Pathology in Osteoarthritis and Rheumatoid Arthritis Synovial Joints
5567,2-s2.0-85053520746,7,Correlation of plasma microRNA-21 expression and bone turnover markers in postmenopausal women
5568,2-s2.0-85053064499,54,Integration of the biorefinery concept for the development of sustainable processes for pulp and paper industry
5569,2-s2.0-85049622017,5,The impact of cigarette smoking on healthcare utilization among rural residents in China
5570,2-s2.0-85045183447,4,Study of nonionic surfactants on HVOCs removal from coacervate solutions using cocurrent vacuum stripping in a packed column
5571,2-s2.0-85040983639,9,"Caloinophyllin A, a new chromanone derivative from Calophyllum inophyllum roots"
5572,2-s2.0-85014680436,18,Teacher development in rural China: how ineffective school leadership fails to make a difference
5573,2-s2.0-85099332033,3,"Comparison of Anterior Segment Parameters among Koreans, Chinese, and White Persons"
5574,2-s2.0-85073096098,0,Metal Artifact Reduction by Mapping MR into CT Information
5575,2-s2.0-85067553955,27,Spatial and seasonal variability of reef bacterial communities in the Upper Gulf of Thailand
5576,2-s2.0-85065796712,1,Development of polymorphic microsatellites in white scar oyster crassostrea belcheri
5577,2-s2.0-85065766139,1,"Ecteinascidin 770, A tetrahydroisoquinoline alkaloid, targeting the bacterial cell division protein FtsZ"
