,Eid,Subject_Field
3012,2-s2.0-85012901711,Materials Science
3013,2-s2.0-84953775863,Materials Science
3014,2-s2.0-85038437195,Materials Science
3015,2-s2.0-85029581975,Materials Science
3016,2-s2.0-85035032076,Materials Science
3017,2-s2.0-85025460682,Materials Science
3018,2-s2.0-85026784306,Materials Science
3019,2-s2.0-85021831021,Materials Science
3020,2-s2.0-85034062829,Materials Science
3021,2-s2.0-85035079384,Materials Science
3022,2-s2.0-85034066338,Materials Science
3023,2-s2.0-85031327856,Materials Science
3024,2-s2.0-85030719670,Materials Science
3025,2-s2.0-85030154266,Materials Science
3026,2-s2.0-85028915029,Materials Science
3027,2-s2.0-85027434894,Materials Science
3028,2-s2.0-85026725834,Materials Science
3029,2-s2.0-85023622254,Materials Science
3030,2-s2.0-85016748432,Materials Science
3031,2-s2.0-85010189136,Materials Science
3032,2-s2.0-85033371852,Materials Science
3033,2-s2.0-85034218225,Materials Science
3034,2-s2.0-85032623783,Materials Science
3035,2-s2.0-85017191502,Materials Science
3036,2-s2.0-85042655033,Materials Science
3037,2-s2.0-85062482405,Materials Science
3038,2-s2.0-85059788538,Materials Science
3039,2-s2.0-85047802198,Materials Science
3040,2-s2.0-85032260463,Materials Science
3041,2-s2.0-85030722090,Materials Science
3042,2-s2.0-85030689809,Materials Science
3043,2-s2.0-85030679017,Materials Science
3044,2-s2.0-85030670918,Materials Science
3045,2-s2.0-85029426150,Materials Science
3046,2-s2.0-85028545878,Materials Science
3047,2-s2.0-85026308072,Materials Science
3048,2-s2.0-85021653819,Materials Science
3049,2-s2.0-85020890383,Materials Science
3050,2-s2.0-85020300667,Materials Science
3051,2-s2.0-85011662562,Materials Science
3052,2-s2.0-85022178592,Materials Science
3053,2-s2.0-85026921817,Materials Science
3054,2-s2.0-85026915368,Materials Science
3055,2-s2.0-85026900585,Materials Science
3056,2-s2.0-85023622672,Materials Science
3057,2-s2.0-85020015122,Materials Science
3058,2-s2.0-85019633914,Materials Science
3059,2-s2.0-85019599303,Materials Science
3060,2-s2.0-85019577700,Materials Science
3061,2-s2.0-85038024195,Materials Science
3062,2-s2.0-85029381575,Materials Science
3063,2-s2.0-85019133374,Materials Science
3064,2-s2.0-85018703824,Materials Science
3065,2-s2.0-85030673178,Materials Science
3066,2-s2.0-85027978063,Materials Science
3067,2-s2.0-85026795255,Materials Science
3068,2-s2.0-85025096571,Materials Science
3069,2-s2.0-85022025724,Materials Science
3070,2-s2.0-85019169061,Materials Science
3071,2-s2.0-85018529316,Materials Science
3072,2-s2.0-84989221967,Materials Science
3073,2-s2.0-85019993847,Materials Science
3074,2-s2.0-85046617939,Materials Science
3075,2-s2.0-85027358250,Materials Science
3076,2-s2.0-85027347374,Materials Science
3077,2-s2.0-85027972194,Materials Science
3078,2-s2.0-85026865580,Materials Science
3079,2-s2.0-85027833617,Materials Science
3080,2-s2.0-85027708650,Materials Science
3081,2-s2.0-85026326718,Materials Science
3082,2-s2.0-85020837953,Materials Science
3083,2-s2.0-85019700614,Materials Science
3084,2-s2.0-84969988656,Materials Science
3085,2-s2.0-85028361260,Materials Science
3086,2-s2.0-85028348459,Materials Science
3087,2-s2.0-85028341807,Materials Science
3088,2-s2.0-85028329140,Materials Science
3089,2-s2.0-85028318954,Materials Science
3090,2-s2.0-85028316685,Materials Science
3091,2-s2.0-85028310264,Materials Science
3092,2-s2.0-85028306828,Materials Science
3093,2-s2.0-85028338061,Materials Science
3094,2-s2.0-85028322155,Materials Science
3095,2-s2.0-85028313604,Materials Science
3096,2-s2.0-85025448738,Materials Science
3097,2-s2.0-85017359274,Materials Science
3098,2-s2.0-85030122617,Materials Science
3099,2-s2.0-85023773642,Materials Science
3100,2-s2.0-85019121309,Materials Science
3101,2-s2.0-85017371447,Materials Science
3102,2-s2.0-85015422761,Materials Science
3103,2-s2.0-85015079231,Materials Science
3104,2-s2.0-85010739260,Materials Science
3105,2-s2.0-85006943911,Materials Science
3106,2-s2.0-85011968954,Materials Science
3107,2-s2.0-85009945358,Materials Science
3108,2-s2.0-85020640329,Materials Science
3109,2-s2.0-85014003896,Materials Science
3110,2-s2.0-85014736453,Materials Science
3111,2-s2.0-85044926290,Materials Science
3112,2-s2.0-85020552980,Materials Science
3113,2-s2.0-85019895293,Materials Science
3114,2-s2.0-85019546029,Materials Science
3115,2-s2.0-85009827453,Materials Science
3116,2-s2.0-85008319824,Materials Science
3117,2-s2.0-85020118253,Materials Science
3118,2-s2.0-85018306253,Materials Science
3119,2-s2.0-85013836000,Materials Science
3120,2-s2.0-84930716880,Materials Science
3121,2-s2.0-85026654265,Materials Science
3122,2-s2.0-85020040301,Materials Science
3123,2-s2.0-85017539149,Materials Science
3124,2-s2.0-85017663859,Materials Science
3125,2-s2.0-85008658156,Materials Science
3126,2-s2.0-85014911672,Materials Science
3127,2-s2.0-85018572511,Materials Science
3128,2-s2.0-85014343235,Materials Science
3129,2-s2.0-85013884945,Materials Science
3130,2-s2.0-85008703071,Materials Science
3131,2-s2.0-85007179642,Materials Science
3132,2-s2.0-85006511570,Materials Science
3133,2-s2.0-85006149976,Materials Science
3134,2-s2.0-85005822696,Materials Science
3135,2-s2.0-84995679027,Materials Science
3136,2-s2.0-84983206016,Materials Science
3137,2-s2.0-84982987616,Materials Science
3138,2-s2.0-84930747037,Materials Science
3139,2-s2.0-85016573490,Materials Science
3140,2-s2.0-85016402277,Materials Science
3141,2-s2.0-85017133066,Materials Science
3142,2-s2.0-85017443047,Materials Science
3143,2-s2.0-85012297132,Materials Science
3144,2-s2.0-85003422048,Materials Science
3145,2-s2.0-85035773536,Materials Science
3146,2-s2.0-85018267789,Materials Science
3147,2-s2.0-85013167923,Materials Science
3148,2-s2.0-85008173317,Materials Science
3149,2-s2.0-85006482275,Materials Science
3150,2-s2.0-84994417728,Materials Science
3151,2-s2.0-84994311417,Materials Science
3152,2-s2.0-84978160556,Materials Science
3153,2-s2.0-85014074101,Materials Science
3154,2-s2.0-85011665228,Materials Science
3155,2-s2.0-85002179227,Materials Science
3156,2-s2.0-85002062844,Materials Science
3157,2-s2.0-84992646535,Materials Science
3158,2-s2.0-84992435633,Materials Science
3159,2-s2.0-84990036896,Materials Science
3160,2-s2.0-85013480808,Materials Science
3161,2-s2.0-85011681631,Materials Science
3162,2-s2.0-85007495617,Materials Science
3163,2-s2.0-84992395867,Materials Science
3164,2-s2.0-84979790113,Materials Science
3165,2-s2.0-85008604264,Materials Science
3166,2-s2.0-85011620491,Materials Science
3167,2-s2.0-85000450726,Materials Science
3168,2-s2.0-84988419028,Materials Science
3169,2-s2.0-85015842856,Materials Science
3170,2-s2.0-85084944797,Materials Science
3171,2-s2.0-85084943877,Materials Science
3172,2-s2.0-85042769895,Materials Science
3173,2-s2.0-85042390988,Materials Science
3174,2-s2.0-85040835706,Materials Science
3175,2-s2.0-85040819070,Materials Science
3176,2-s2.0-85037533326,Materials Science
3177,2-s2.0-85035796434,Materials Science
3178,2-s2.0-85034636939,Materials Science
3179,2-s2.0-85034217773,Materials Science
3180,2-s2.0-85034080773,Materials Science
3181,2-s2.0-85034058953,Materials Science
3182,2-s2.0-85033229177,Materials Science
3183,2-s2.0-85032723050,Materials Science
3184,2-s2.0-85032281165,Materials Science
3185,2-s2.0-85029435627,Materials Science
3186,2-s2.0-85029431668,Materials Science
3187,2-s2.0-85029429732,Materials Science
3188,2-s2.0-85029428350,Materials Science
3189,2-s2.0-85029419890,Materials Science
3190,2-s2.0-85028769525,Materials Science
3191,2-s2.0-85028734089,Materials Science
3192,2-s2.0-85028731834,Materials Science
3193,2-s2.0-85028728454,Materials Science
3194,2-s2.0-85028727670,Materials Science
3195,2-s2.0-85028727596,Materials Science
3196,2-s2.0-85028719178,Materials Science
3197,2-s2.0-85028718372,Materials Science
3198,2-s2.0-85028715761,Materials Science
3199,2-s2.0-85028712778,Materials Science
3200,2-s2.0-85028711701,Materials Science
3201,2-s2.0-85028709539,Materials Science
3202,2-s2.0-85028707087,Materials Science
3203,2-s2.0-85028705295,Materials Science
3204,2-s2.0-85028699778,Materials Science
3205,2-s2.0-85028697437,Materials Science
3206,2-s2.0-85028692328,Materials Science
3207,2-s2.0-85028439561,Materials Science
3208,2-s2.0-85028433706,Materials Science
3209,2-s2.0-85028398334,Materials Science
3210,2-s2.0-85028385311,Materials Science
3211,2-s2.0-85028380686,Materials Science
3212,2-s2.0-85028370838,Materials Science
3213,2-s2.0-85027562107,Materials Science
3214,2-s2.0-85027075082,Materials Science
3215,2-s2.0-85027017325,Materials Science
3216,2-s2.0-85026905570,Materials Science
3217,2-s2.0-85026354006,Materials Science
3218,2-s2.0-85023595177,Materials Science
3219,2-s2.0-85022343243,Materials Science
3220,2-s2.0-85021978053,Materials Science
3221,2-s2.0-85021053936,Materials Science
3222,2-s2.0-85020644237,Materials Science
3223,2-s2.0-85020435350,Materials Science
3224,2-s2.0-85020252669,Materials Science
3225,2-s2.0-85019097888,Materials Science
3226,2-s2.0-85018625123,Materials Science
3227,2-s2.0-85018552144,Materials Science
3228,2-s2.0-85018475053,Materials Science
3229,2-s2.0-85017619118,Materials Science
3230,2-s2.0-85017598026,Materials Science
3231,2-s2.0-85017126360,Materials Science
3232,2-s2.0-85016997185,Materials Science
3233,2-s2.0-85016975939,Materials Science
3234,2-s2.0-85016973738,Materials Science
3235,2-s2.0-85016969601,Materials Science
3236,2-s2.0-85016948690,Materials Science
3237,2-s2.0-85016808133,Materials Science
3238,2-s2.0-85016427027,Materials Science
3239,2-s2.0-85016399497,Materials Science
3240,2-s2.0-85016394737,Materials Science
3241,2-s2.0-85016056974,Materials Science
3242,2-s2.0-85015680272,Materials Science
3243,2-s2.0-85015077238,Materials Science
3244,2-s2.0-85014963619,Materials Science
3245,2-s2.0-85014894821,Materials Science
3246,2-s2.0-85014438440,Materials Science
3247,2-s2.0-85013756232,Materials Science
3248,2-s2.0-85013392518,Materials Science
3249,2-s2.0-85013243890,Materials Science
3250,2-s2.0-85012305736,Materials Science
3251,2-s2.0-85011660664,Materials Science
3252,2-s2.0-85011395320,Materials Science
3253,2-s2.0-85011390810,Materials Science
3254,2-s2.0-85011387393,Materials Science
3255,2-s2.0-85011341235,Materials Science
3256,2-s2.0-85011286637,Materials Science
3257,2-s2.0-85010901111,Materials Science
3258,2-s2.0-85010748367,Materials Science
3259,2-s2.0-85010727500,Materials Science
3260,2-s2.0-85010670076,Materials Science
3261,2-s2.0-85010376008,Materials Science
3262,2-s2.0-85010029581,Materials Science
3263,2-s2.0-85009074636,Materials Science
3264,2-s2.0-85008951524,Materials Science
3265,2-s2.0-85007321859,Materials Science
3266,2-s2.0-85007299040,Materials Science
3267,2-s2.0-85001104556,Materials Science
3268,2-s2.0-85001044609,Materials Science
3269,2-s2.0-85000963021,Materials Science
3270,2-s2.0-84997514424,Materials Science
3271,2-s2.0-84995600730,Materials Science
3272,2-s2.0-84995528486,Materials Science
3273,2-s2.0-84993995288,Materials Science
3274,2-s2.0-84978394238,Materials Science
3275,2-s2.0-85037653422,Neuroscience
3276,2-s2.0-85019771197,Neuroscience
3277,2-s2.0-85039923643,Neuroscience
3278,2-s2.0-85039922598,Neuroscience
3279,2-s2.0-85039921734,Neuroscience
3280,2-s2.0-85039921239,Neuroscience
3281,2-s2.0-85039919369,Neuroscience
3282,2-s2.0-85039919103,Neuroscience
3283,2-s2.0-85039912237,Neuroscience
3284,2-s2.0-85039911313,Neuroscience
3285,2-s2.0-85039911169,Neuroscience
3286,2-s2.0-85039909065,Neuroscience
3287,2-s2.0-85039909013,Neuroscience
3288,2-s2.0-85039903773,Neuroscience
3289,2-s2.0-85039902174,Neuroscience
3290,2-s2.0-85039901429,Neuroscience
3291,2-s2.0-85039900459,Neuroscience
3292,2-s2.0-85039898461,Neuroscience
3293,2-s2.0-85039897497,Neuroscience
3294,2-s2.0-85039897234,Neuroscience
3295,2-s2.0-85039697395,Neuroscience
3296,2-s2.0-85036559805,Neuroscience
3297,2-s2.0-85029010519,Neuroscience
3298,2-s2.0-84991821203,Neuroscience
3299,2-s2.0-85030660970,Neuroscience
3300,2-s2.0-85030783743,Neuroscience
3301,2-s2.0-84988683853,Neuroscience
3302,2-s2.0-85029422056,Neuroscience
3303,2-s2.0-85025176685,Neuroscience
3304,2-s2.0-85027522812,Neuroscience
3305,2-s2.0-85019924499,Neuroscience
3306,2-s2.0-85017507304,Neuroscience
3307,2-s2.0-85014246473,Neuroscience
3308,2-s2.0-84976312681,Neuroscience
3309,2-s2.0-84975229544,Neuroscience
3310,2-s2.0-85019918519,Neuroscience
3311,2-s2.0-85016004765,Neuroscience
3312,2-s2.0-85014542465,Neuroscience
3313,2-s2.0-85022178153,Neuroscience
3314,2-s2.0-85050039063,Neuroscience
3315,2-s2.0-85027281959,Neuroscience
3316,2-s2.0-85027264257,Neuroscience
3317,2-s2.0-85027261029,Neuroscience
3318,2-s2.0-85014291050,Neuroscience
3319,2-s2.0-85008668686,Neuroscience
3320,2-s2.0-84962013260,Neuroscience
3321,2-s2.0-85016210942,Neuroscience
3322,2-s2.0-85010886983,Neuroscience
3323,2-s2.0-85010015614,Neuroscience
3324,2-s2.0-85009814697,Neuroscience
3325,2-s2.0-85009473725,Neuroscience
3326,2-s2.0-84957545994,Neuroscience
3327,2-s2.0-85008692987,Neuroscience
3328,2-s2.0-85054800259,Neuroscience
3329,2-s2.0-84995792946,Neuroscience
3330,2-s2.0-85010441099,Neuroscience
3331,2-s2.0-85008224694,Neuroscience
3332,2-s2.0-85042285371,Neuroscience
3333,2-s2.0-85040840060,Neuroscience
3334,2-s2.0-85034818686,Neuroscience
3335,2-s2.0-85034761711,Neuroscience
3336,2-s2.0-85033389491,Neuroscience
3337,2-s2.0-85032192407,Neuroscience
3338,2-s2.0-85031099758,Neuroscience
3339,2-s2.0-85030840345,Neuroscience
3340,2-s2.0-85027383687,Neuroscience
3341,2-s2.0-85022021364,Neuroscience
3342,2-s2.0-85020026014,Neuroscience
3343,2-s2.0-85019999191,Neuroscience
3344,2-s2.0-85013167659,Neuroscience
3345,2-s2.0-85012941119,Neuroscience
3346,2-s2.0-84991396698,Neuroscience
3347,2-s2.0-84965170144,Neuroscience
3348,2-s2.0-85031501650,Nursing
3349,2-s2.0-85028414414,Nursing
3350,2-s2.0-85030212501,Nursing
3351,2-s2.0-85012991885,Nursing
3352,2-s2.0-85027678772,Nursing
3353,2-s2.0-85026823266,Nursing
3354,2-s2.0-85026472141,Nursing
3355,2-s2.0-85026458809,Nursing
3356,2-s2.0-85051382752,Nursing
3357,2-s2.0-85024881655,Nursing
3358,2-s2.0-85002645155,Nursing
3359,2-s2.0-85019893177,Nursing
3360,2-s2.0-85019064508,Nursing
3361,2-s2.0-85018508063,Nursing
3362,2-s2.0-85018311334,Nursing
3363,2-s2.0-85006700610,Nursing
3364,2-s2.0-84994682670,Nursing
3365,2-s2.0-84992159138,Nursing
3366,2-s2.0-85014456686,Nursing
3367,2-s2.0-85013806370,Nursing
3368,2-s2.0-85007610435,Nursing
3369,2-s2.0-85010297712,Nursing
3370,2-s2.0-85102006336,Nursing
3371,2-s2.0-85020394990,Nursing
3372,2-s2.0-85016210572,Nursing
3373,2-s2.0-85015227221,Nursing
3374,2-s2.0-85010767480,Nursing
3375,2-s2.0-85032489556,"Pharmacology, Toxicology and Pharmaceutics"
3376,2-s2.0-85032271239,"Pharmacology, Toxicology and Pharmaceutics"
3377,2-s2.0-85032809262,"Pharmacology, Toxicology and Pharmaceutics"
3378,2-s2.0-85030719959,"Pharmacology, Toxicology and Pharmaceutics"
3379,2-s2.0-85020273313,"Pharmacology, Toxicology and Pharmaceutics"
3380,2-s2.0-85036656081,"Pharmacology, Toxicology and Pharmaceutics"
3381,2-s2.0-85035243322,"Pharmacology, Toxicology and Pharmaceutics"
3382,2-s2.0-85035229201,"Pharmacology, Toxicology and Pharmaceutics"
3383,2-s2.0-85034419484,"Pharmacology, Toxicology and Pharmaceutics"
3384,2-s2.0-85033781470,"Pharmacology, Toxicology and Pharmaceutics"
3385,2-s2.0-85029472472,"Pharmacology, Toxicology and Pharmaceutics"
3386,2-s2.0-85027434894,"Pharmacology, Toxicology and Pharmaceutics"
3387,2-s2.0-85032342303,"Pharmacology, Toxicology and Pharmaceutics"
3388,2-s2.0-85028009599,"Pharmacology, Toxicology and Pharmaceutics"
3389,2-s2.0-85025104960,"Pharmacology, Toxicology and Pharmaceutics"
3390,2-s2.0-85030480415,"Pharmacology, Toxicology and Pharmaceutics"
3391,2-s2.0-85027871412,"Pharmacology, Toxicology and Pharmaceutics"
3392,2-s2.0-85029674170,"Pharmacology, Toxicology and Pharmaceutics"
3393,2-s2.0-85019743395,"Pharmacology, Toxicology and Pharmaceutics"
3394,2-s2.0-85021167536,"Pharmacology, Toxicology and Pharmaceutics"
3395,2-s2.0-85019924499,"Pharmacology, Toxicology and Pharmaceutics"
3396,2-s2.0-85019882967,"Pharmacology, Toxicology and Pharmaceutics"
3397,2-s2.0-85013498770,"Pharmacology, Toxicology and Pharmaceutics"
3398,2-s2.0-85118788235,"Pharmacology, Toxicology and Pharmaceutics"
3399,2-s2.0-85028923880,"Pharmacology, Toxicology and Pharmaceutics"
3400,2-s2.0-85024833634,"Pharmacology, Toxicology and Pharmaceutics"
3401,2-s2.0-85024495162,"Pharmacology, Toxicology and Pharmaceutics"
3402,2-s2.0-85024494583,"Pharmacology, Toxicology and Pharmaceutics"
3403,2-s2.0-85024481152,"Pharmacology, Toxicology and Pharmaceutics"
3404,2-s2.0-85017130154,"Pharmacology, Toxicology and Pharmaceutics"
3405,2-s2.0-85016508942,"Pharmacology, Toxicology and Pharmaceutics"
3406,2-s2.0-85015633120,"Pharmacology, Toxicology and Pharmaceutics"
3407,2-s2.0-85017558852,"Pharmacology, Toxicology and Pharmaceutics"
3408,2-s2.0-85016488321,"Pharmacology, Toxicology and Pharmaceutics"
3409,2-s2.0-85014488684,"Pharmacology, Toxicology and Pharmaceutics"
3410,2-s2.0-84998854141,"Pharmacology, Toxicology and Pharmaceutics"
3411,2-s2.0-84992739291,"Pharmacology, Toxicology and Pharmaceutics"
3412,2-s2.0-84988911824,"Pharmacology, Toxicology and Pharmaceutics"
3413,2-s2.0-85019738408,"Pharmacology, Toxicology and Pharmaceutics"
3414,2-s2.0-85033584218,"Pharmacology, Toxicology and Pharmaceutics"
3415,2-s2.0-84965057105,"Pharmacology, Toxicology and Pharmaceutics"
3416,2-s2.0-85018941226,"Pharmacology, Toxicology and Pharmaceutics"
3417,2-s2.0-85028235982,"Pharmacology, Toxicology and Pharmaceutics"
3418,2-s2.0-85027281959,"Pharmacology, Toxicology and Pharmaceutics"
3419,2-s2.0-85027264257,"Pharmacology, Toxicology and Pharmaceutics"
3420,2-s2.0-85027261029,"Pharmacology, Toxicology and Pharmaceutics"
3421,2-s2.0-85018916942,"Pharmacology, Toxicology and Pharmaceutics"
3422,2-s2.0-85018750564,"Pharmacology, Toxicology and Pharmaceutics"
3423,2-s2.0-85016066810,"Pharmacology, Toxicology and Pharmaceutics"
3424,2-s2.0-85014291050,"Pharmacology, Toxicology and Pharmaceutics"
3425,2-s2.0-85011305866,"Pharmacology, Toxicology and Pharmaceutics"
3426,2-s2.0-85008668686,"Pharmacology, Toxicology and Pharmaceutics"
3427,2-s2.0-85006817947,"Pharmacology, Toxicology and Pharmaceutics"
3428,2-s2.0-85012285151,"Pharmacology, Toxicology and Pharmaceutics"
3429,2-s2.0-85013453516,"Pharmacology, Toxicology and Pharmaceutics"
3430,2-s2.0-85032992133,"Pharmacology, Toxicology and Pharmaceutics"
3431,2-s2.0-85018681594,"Pharmacology, Toxicology and Pharmaceutics"
3432,2-s2.0-85016565751,"Pharmacology, Toxicology and Pharmaceutics"
3433,2-s2.0-85014114721,"Pharmacology, Toxicology and Pharmaceutics"
3434,2-s2.0-85014065434,"Pharmacology, Toxicology and Pharmaceutics"
3435,2-s2.0-85009936490,"Pharmacology, Toxicology and Pharmaceutics"
3436,2-s2.0-85008251787,"Pharmacology, Toxicology and Pharmaceutics"
3437,2-s2.0-85016402277,"Pharmacology, Toxicology and Pharmaceutics"
3438,2-s2.0-85015659338,"Pharmacology, Toxicology and Pharmaceutics"
3439,2-s2.0-85013892035,"Pharmacology, Toxicology and Pharmaceutics"
3440,2-s2.0-85054891286,"Pharmacology, Toxicology and Pharmaceutics"
3441,2-s2.0-85011620491,"Pharmacology, Toxicology and Pharmaceutics"
3442,2-s2.0-85043328546,"Pharmacology, Toxicology and Pharmaceutics"
3443,2-s2.0-85043310056,"Pharmacology, Toxicology and Pharmaceutics"
3444,2-s2.0-85040003809,"Pharmacology, Toxicology and Pharmaceutics"
3445,2-s2.0-85037044596,"Pharmacology, Toxicology and Pharmaceutics"
3446,2-s2.0-85034849379,"Pharmacology, Toxicology and Pharmaceutics"
3447,2-s2.0-85033723072,"Pharmacology, Toxicology and Pharmaceutics"
3448,2-s2.0-85032591455,"Pharmacology, Toxicology and Pharmaceutics"
3449,2-s2.0-85030781048,"Pharmacology, Toxicology and Pharmaceutics"
3450,2-s2.0-85029800415,"Pharmacology, Toxicology and Pharmaceutics"
3451,2-s2.0-85029396895,"Pharmacology, Toxicology and Pharmaceutics"
3452,2-s2.0-85028941761,"Pharmacology, Toxicology and Pharmaceutics"
3453,2-s2.0-85028300656,"Pharmacology, Toxicology and Pharmaceutics"
3454,2-s2.0-85022068422,"Pharmacology, Toxicology and Pharmaceutics"
3455,2-s2.0-85022005692,"Pharmacology, Toxicology and Pharmaceutics"
3456,2-s2.0-85021956633,"Pharmacology, Toxicology and Pharmaceutics"
3457,2-s2.0-85021890746,"Pharmacology, Toxicology and Pharmaceutics"
3458,2-s2.0-85021857508,"Pharmacology, Toxicology and Pharmaceutics"
3459,2-s2.0-85021801046,"Pharmacology, Toxicology and Pharmaceutics"
3460,2-s2.0-85020026014,"Pharmacology, Toxicology and Pharmaceutics"
3461,2-s2.0-85019820391,"Pharmacology, Toxicology and Pharmaceutics"
3462,2-s2.0-85019729551,"Pharmacology, Toxicology and Pharmaceutics"
3463,2-s2.0-85019114644,"Pharmacology, Toxicology and Pharmaceutics"
3464,2-s2.0-85018424222,"Pharmacology, Toxicology and Pharmaceutics"
3465,2-s2.0-85016492874,"Pharmacology, Toxicology and Pharmaceutics"
3466,2-s2.0-85016482902,"Pharmacology, Toxicology and Pharmaceutics"
3467,2-s2.0-85015776493,"Pharmacology, Toxicology and Pharmaceutics"
3468,2-s2.0-85015738197,"Pharmacology, Toxicology and Pharmaceutics"
3469,2-s2.0-85014566149,"Pharmacology, Toxicology and Pharmaceutics"
3470,2-s2.0-85014310276,"Pharmacology, Toxicology and Pharmaceutics"
3471,2-s2.0-85010288631,"Pharmacology, Toxicology and Pharmaceutics"
3472,2-s2.0-85009180993,"Pharmacology, Toxicology and Pharmaceutics"
3473,2-s2.0-85008462001,"Pharmacology, Toxicology and Pharmaceutics"
3474,2-s2.0-85008176637,"Pharmacology, Toxicology and Pharmaceutics"
3475,2-s2.0-85006445879,"Pharmacology, Toxicology and Pharmaceutics"
3476,2-s2.0-85006355054,"Pharmacology, Toxicology and Pharmaceutics"
3477,2-s2.0-85002596995,"Pharmacology, Toxicology and Pharmaceutics"
3478,2-s2.0-85039709530,Physics and Astronomy
3479,2-s2.0-85046426252,Physics and Astronomy
3480,2-s2.0-85046402196,Physics and Astronomy
3481,2-s2.0-85046374860,Physics and Astronomy
3482,2-s2.0-85046369087,Physics and Astronomy
3483,2-s2.0-85046362125,Physics and Astronomy
3484,2-s2.0-85046355901,Physics and Astronomy
3485,2-s2.0-85046338534,Physics and Astronomy
3486,2-s2.0-85046288415,Physics and Astronomy
3487,2-s2.0-85046251974,Physics and Astronomy
3488,2-s2.0-85045758600,Physics and Astronomy
3489,2-s2.0-85040170019,Physics and Astronomy
3490,2-s2.0-85033555515,Physics and Astronomy
3491,2-s2.0-85038597618,Physics and Astronomy
3492,2-s2.0-85047226657,Physics and Astronomy
3493,2-s2.0-85034821679,Physics and Astronomy
3494,2-s2.0-85034449894,Physics and Astronomy
3495,2-s2.0-85038612821,Physics and Astronomy
3496,2-s2.0-85043322587,Physics and Astronomy
3497,2-s2.0-85049393881,Physics and Astronomy
3498,2-s2.0-85042125746,Physics and Astronomy
3499,2-s2.0-85038591932,Physics and Astronomy
3500,2-s2.0-85038209465,Physics and Astronomy
3501,2-s2.0-85037815234,Physics and Astronomy
3502,2-s2.0-85037361850,Physics and Astronomy
3503,2-s2.0-85032472545,Physics and Astronomy
3504,2-s2.0-85031791462,Physics and Astronomy
3505,2-s2.0-85031722075,Physics and Astronomy
3506,2-s2.0-85031103516,Physics and Astronomy
3507,2-s2.0-85028746772,Physics and Astronomy
3508,2-s2.0-85027170300,Physics and Astronomy
3509,2-s2.0-85027152700,Physics and Astronomy
3510,2-s2.0-85020708887,Physics and Astronomy
3511,2-s2.0-85036467920,Physics and Astronomy
3512,2-s2.0-85036544496,Physics and Astronomy
3513,2-s2.0-85029581975,Physics and Astronomy
3514,2-s2.0-85039425319,Physics and Astronomy
3515,2-s2.0-85026784306,Physics and Astronomy
3516,2-s2.0-85035227242,Physics and Astronomy
3517,2-s2.0-85035219109,Physics and Astronomy
3518,2-s2.0-85044210331,Physics and Astronomy
3519,2-s2.0-85044196836,Physics and Astronomy
3520,2-s2.0-85044161578,Physics and Astronomy
3521,2-s2.0-85042318316,Physics and Astronomy
3522,2-s2.0-85038864869,Physics and Astronomy
3523,2-s2.0-85035068574,Physics and Astronomy
3524,2-s2.0-85033705897,Physics and Astronomy
3525,2-s2.0-85030756076,Physics and Astronomy
3526,2-s2.0-85039923643,Physics and Astronomy
3527,2-s2.0-85039922598,Physics and Astronomy
3528,2-s2.0-85039921734,Physics and Astronomy
3529,2-s2.0-85039921239,Physics and Astronomy
3530,2-s2.0-85039919369,Physics and Astronomy
3531,2-s2.0-85039919103,Physics and Astronomy
3532,2-s2.0-85039912237,Physics and Astronomy
3533,2-s2.0-85039911313,Physics and Astronomy
3534,2-s2.0-85039911169,Physics and Astronomy
3535,2-s2.0-85039909065,Physics and Astronomy
3536,2-s2.0-85039909013,Physics and Astronomy
3537,2-s2.0-85039903773,Physics and Astronomy
3538,2-s2.0-85039902174,Physics and Astronomy
3539,2-s2.0-85039901429,Physics and Astronomy
3540,2-s2.0-85039900459,Physics and Astronomy
3541,2-s2.0-85039898461,Physics and Astronomy
3542,2-s2.0-85039897497,Physics and Astronomy
3543,2-s2.0-85039897234,Physics and Astronomy
3544,2-s2.0-85049238592,Physics and Astronomy
3545,2-s2.0-85036627346,Physics and Astronomy
3546,2-s2.0-85035214868,Physics and Astronomy
3547,2-s2.0-85035205361,Physics and Astronomy
3548,2-s2.0-85034867523,Physics and Astronomy
3549,2-s2.0-85034066338,Physics and Astronomy
3550,2-s2.0-85033804422,Physics and Astronomy
3551,2-s2.0-85033779663,Physics and Astronomy
3552,2-s2.0-85033667421,Physics and Astronomy
3553,2-s2.0-85032732535,Physics and Astronomy
3554,2-s2.0-85032380249,Physics and Astronomy
3555,2-s2.0-85030154266,Physics and Astronomy
3556,2-s2.0-85026725834,Physics and Astronomy
3557,2-s2.0-85016748432,Physics and Astronomy
3558,2-s2.0-85010189136,Physics and Astronomy
3559,2-s2.0-85033581064,Physics and Astronomy
3560,2-s2.0-85026237542,Physics and Astronomy
3561,2-s2.0-85034092775,Physics and Astronomy
3562,2-s2.0-85034064407,Physics and Astronomy
3563,2-s2.0-85034055459,Physics and Astronomy
3564,2-s2.0-85034053764,Physics and Astronomy
3565,2-s2.0-85033609464,Physics and Astronomy
3566,2-s2.0-85029814049,Physics and Astronomy
3567,2-s2.0-85032623783,Physics and Astronomy
3568,2-s2.0-85019347292,Physics and Astronomy
3569,2-s2.0-85031705552,Physics and Astronomy
