source,target,weight
Bangladesh,United Arab Emirates,24
Bolivia,Switzerland,24
France,Yemen,24
Costa Rica,Singapore,24
South Africa,Zambia,24
Benin,Greece,24
Nigeria,United Arab Emirates,24
Luxembourg,Russian Federation,24
Egypt,Nepal,24
Greece,Iraq,24
Egypt,Macau,24
Oman,Turkey,24
Austria,Malta,24
Russian Federation,Senegal,24
Norway,Uganda,24
Australia,Mongolia,24
Kyrgyzstan,United Kingdom,24
India,Niger,24
Bolivia,France,24
Rwanda,Thailand,24
China,Malawi,24
Brazil,Oman,24
Albania,Greece,24
Germany,Myanmar,24
Lebanon,Singapore,24
China,Mali,24
Costa Rica,Nigeria,24
Mexico,Namibia,24
Qatar,Singapore,24
Iraq,Morocco,24
India,Zimbabwe,24
Israel,Viet Nam,24
Belize,India,24
Latvia,Norway,24
Denmark,Ghana,24
Cameroon,Indonesia,24
Indonesia,Lebanon,23
Indonesia,Lithuania,23
Argentina,Qatar,23
Belgium,Uruguay,23
Fiji,United Kingdom,23
Malta,Switzerland,23
Iraq,Uganda,23
Czech Republic,Tunisia,23
Lebanon,Romania,23
Bangladesh,Ghana,23
Taiwan,Uganda,23
Ghana,Israel,23
Bangladesh,Lebanon,23
Peru,Senegal,23
Sudan,Turkey,23
Argentina,Mozambique,23
Democratic Republic Congo,Iraq,23
Ecuador,Lebanon,23
Hong Kong,Iceland,23
Algeria,Portugal,23
Australia,Bahrain,23
Spain,Zimbabwe,23
Armenia,Philippines,23
Malaysia,Oman,23
Australia,Benin,23
Bosnia and Herzegovina,Sweden,23
Costa Rica,Croatia,23
Poland,Senegal,23
Azerbaijan,Belgium,23
Norway,Qatar,23
Lebanon,Norway,23
Brunei Darussalam,United Kingdom,23
Netherlands,Oman,23
Thailand,Yemen,23
Canada,Paraguay,23
Malta,Portugal,23
Oman,Thailand,23
China,Cuba,23
Ethiopia,South Korea,23
Greece,Kazakhstan,23
Senegal,Sweden,23
Israel,Uganda,23
Iran,Malta,23
Ecuador,Ghana,23
Bangladesh,Viet Nam,23
Senegal,South Korea,23
Nepal,Poland,23
Lebanon,New Zealand,23
Bulgaria,Lebanon,23
Spain,Tanzania,23
Israel,Qatar,23
Costa Rica,Slovakia,23
Iraq,New Zealand,22
Bahrain,Germany,22
Serbia,Viet Nam,22
Armenia,Singapore,22
Iraq,Norway,22
Romania,Uzbekistan,22
Malaysia,Senegal,22
Rwanda,Switzerland,22
Central African Republic,India,22
Saudi Arabia,Tunisia,22
Germany,Jamaica,22
Liberia,United Kingdom,22
China,Mauritania,22
Slovakia,Sri Lanka,22
Indonesia,North Macedonia,22
Nigeria,Zambia,22
Canada,Cuba,22
Chile,Luxembourg,22
Costa Rica,Czech Republic,22
New Zealand,North Macedonia,22
Switzerland,Venezuela,22
Italy,Malawi,22
Democratic Republic Congo,Japan,22
Democratic Republic Congo,Netherlands,22
Benin,Turkey,22
Bhutan,United States,22
Democratic Republic Congo,Peru,22
Denmark,Georgia,22
Colombia,Palestine,22
Brunei Darussalam,Malaysia,22
Denmark,Kazakhstan,22
Algeria,Denmark,22
Bolivia,Netherlands,22
Dominican Republic,Philippines,22
Bolivia,South Korea,22
Greece,Panama,22
North Macedonia,Peru,22
Colombia,Tunisia,22
Algeria,Nigeria,22
Finland,Luxembourg,22
Bosnia and Herzegovina,Germany,22
Brunei Darussalam,China,22
Bosnia and Herzegovina,India,22
Ireland,Tunisia,22
Costa Rica,Serbia,22
Belgium,Costa Rica,22
Ireland,Macau,22
Croatia,Jordan,22
Canada,Yemen,22
Costa Rica,South Africa,22
Nepal,Philippines,22
Luxembourg,Mexico,22
Bangladesh,Cyprus,22
Estonia,Morocco,22
Brunei Darussalam,Singapore,22
Mauritania,Nigeria,22
Belize,Canada,22
Serbia,Tunisia,21
Hong Kong,Lebanon,21
Mozambique,Peru,21
Kenya,Viet Nam,21
Denmark,Sri Lanka,21
Bosnia and Herzegovina,Spain,21
Cote d'Ivoire,India,21
State of Libya,Turkey,21
Malaysia,State of Libya,21
Kazakhstan,Slovakia,21
Kazakhstan,Malaysia,21
Jordan,Serbia,21
Algeria,Belgium,21
Brunei Darussalam,Greece,21
Democratic Republic Congo,South Korea,21
Cuba,Thailand,21
Malaysia,Uruguay,21
Hong Kong,Uruguay,21
Japan,Mongolia,21
Democratic Republic Congo,Mexico,21
Hungary,North Macedonia,21
Brazil,Sierra Leone,21
Democratic Republic Congo,Egypt,21
Finland,Tunisia,21
Mali,Nigeria,21
Chile,Sudan,21
Iraq,Mozambique,21
Colombia,Uganda,21
Ghana,South Korea,21
Paraguay,Portugal,21
Paraguay,Russian Federation,21
Central African Republic,United Kingdom,21
Canada,Myanmar,21
Lithuania,Slovakia,21
Azerbaijan,Romania,21
France,State of Libya,21
Belgium,Dominican Republic,21
Lithuania,Morocco,21
Argentina,Belarus,21
Bangladesh,Tunisia,21
Fiji,Greece,21
Portugal,Viet Nam,21
Philippines,Uganda,21
Bangladesh,Myanmar,21
Palestine,Serbia,21
Benin,Switzerland,21
Bolivia,Mexico,21
Bolivia,Sweden,21
Mali,Thailand,21
Ecuador,United Arab Emirates,21
Greece,Liberia,21
Indonesia,Mongolia,21
Greece,Niger,21
Bolivia,Russian Federation,21
Spain,Syrian Arab Republic,21
Argentina,North Macedonia,21
Chile,Qatar,20
Indonesia,Kazakhstan,20
Chile,Kazakhstan,20
Algeria,Mexico,20
Algeria,Japan,20
Ghana,Poland,20
Algeria,Romania,20
Malawi,Switzerland,20
Chad,India,20
Honduras,United Kingdom,20
Slovakia,Viet Nam,20
Greece,Luxembourg,20
Chile,Mozambique,20
Germany,Malawi,20
Switzerland,Syrian Arab Republic,20
Albania,Brazil,20
Guinea-Bissau,United Kingdom,20
Ghana,Slovenia,20
Algeria,Algeria,20
Luxembourg,Singapore,20
Argentina,Luxembourg,20
Germany,Mongolia,20
Seychelles,United Kingdom,20
South Africa,Yemen,20
Somalia,United Kingdom,20
Hungary,Uganda,20
Ireland,North Macedonia,20
Serbia,Uganda,20
New Zealand,Uganda,20
Mexico,Sudan,20
Bangladesh,Mozambique,20
Mexico,Senegal,20
Ireland,Palestine,20
Belarus,Denmark,20
Belarus,Nigeria,20
Czech Republic,Uganda,20
Ethiopia,Japan,20
Czech Republic,Viet Nam,20
New Zealand,Palestine,20
Congo,United Kingdom,20
Democratic Republic Congo,Singapore,20
Mauritania,Thailand,20
Lebanon,Taiwan,20
Nepal,South Africa,20
Jamaica,Viet Nam,20
Belize,Switzerland,20
Denmark,Lebanon,20
Benin,China,20
Denmark,Qatar,20
Oman,Switzerland,20
Nigeria,Sri Lanka,20
Lebanon,South Africa,20
Cameroon,Pakistan,20
Bolivia,Kenya,20
Indonesia,Paraguay,20
Bolivia,Poland,20
Cameroon,Turkey,20
Finland,Iraq,20
Costa Rica,Israel,20
Russian Federation,Sudan,20
Malta,Norway,20
Georgia,Singapore,20
Kenya,Saudi Arabia,20
Kenya,Morocco,20
Rwanda,South Africa,20
Indonesia,Tanzania,20
Mozambique,Russian Federation,20
Australia,State of Libya,20
China,Kyrgyzstan,20
Mozambique,Switzerland,20
Mali,South Africa,20
Mali,Spain,20
Bolivia,Singapore,20
Costa Rica,Sweden,20
Puerto Rico,South Africa,20
Burkina Faso,Canada,20
Myanmar,Spain,19
Bosnia and Herzegovina,Netherlands,19
Kazakhstan,Taiwan,19
Botswana,China,19
India,Swaziland,19
Hong Kong,Kenya,19
Latvia,Singapore,19
Bosnia and Herzegovina,Switzerland,19
Dominican Republic,Egypt,19
Burundi,India,19
Chile,Lebanon,19
Morocco,Saudi Arabia,19
Algeria,Egypt,19
Costa Rica,Philippines,19
Algeria,Norway,19
Nepal,Viet Nam,19
Bosnia and Herzegovina,Japan,19
Cameroon,Russian Federation,19
Czech Republic,Jordan,19
Cameroon,Switzerland,19
Cambodia,South Korea,19
Cote d'Ivoire,Thailand,19
Denmark,Lithuania,19
Czech Republic,Macau,19
Turkey,Zambia,19
Costa Rica,Denmark,19
North Macedonia,Taiwan,19
Hungary,Viet Nam,19
Kuwait,Romania,19
Hong Kong,Qatar,19
Kazakhstan,Mexico,19
Hungary,Tunisia,19
Brazil,Cameroon,19
Guinea,United States,19
Japan,Oman,19
India,Madagascar,19
Denmark,Jordan,19
Haiti,Thailand,19
Cuba,Germany,19
Democratic Republic Congo,Sweden,19
Netherlands,Sudan,19
Costa Rica,Saudi Arabia,19
Cambodia,United Kingdom,19
India,Papua New Guinea,19
Croatia,Uganda,19
Nicaragua,Spain,19
Nepal,Netherlands,19
Ecuador,Mozambique,19
Bolivia,Peru,19
Bahrain,Turkey,19
Belgium,Malta,19
Belgium,Iceland,19
Belarus,Norway,19
Ethiopia,Netherlands,19
Belarus,Hong Kong,19
Lebanon,Slovakia,19
Philippines,Tunisia,19
Fiji,United States,19
Finland,Iceland,19
Bangladesh,Ethiopia,19
Finland,Lebanon,19
Portugal,State of Libya,19
Paraguay,Switzerland,19
Portugal,Sudan,19
China,Cote d'Ivoire,19
Argentina,Lebanon,19
France,Senegal,19
Romania,Uruguay,19
Cape Verde,Spain,19
Malaysia,Yemen,19
Australia,Cuba,19
Australia,Burkina Faso,19
Germany,Namibia,19
Senegal,Slovakia,19
Ghana,Portugal,19
Ethiopia,Ukraine,19
Honduras,Philippines,19
Benin,Brazil,19
Benin,South Africa,19
Italy,Mongolia,19
Pakistan,United Arab Emirates,19
Norway,Sri Lanka,19
Angola,India,19
Norway,Uruguay,19
El Salvador,India,19
Pakistan,Zambia,19
Mauritania,United Kingdom,19
Paraguay,Singapore,19
Bolivia,Indonesia,19
India,Timor Leste,19
Estonia,Iceland,19
Norway,Oman,19
Kazakhstan,Norway,18
Indonesia,Mauritania,18
Georgia,Slovenia,18
China,Panama,18
Jordan,Sweden,18
Iraq,Ireland,18
Jamaica,Pakistan,18
Croatia,Palestine,18
Iran,Sudan,18
Kenya,Ukraine,18
Ecuador,Viet Nam,18
China,Jamaica,18
Hong Kong,Malta,18
Georgia,Nigeria,18
Kenya,South Korea,18
Indonesia,Tunisia,18
Dominican Republic,South Africa,18
Israel,Luxembourg,18
France,Namibia,18
Iraq,Viet Nam,18
Israel,Kazakhstan,18
Democratic Republic Congo,Iran,18
Estonia,Slovenia,18
Colombia,Kazakhstan,18
Ghana,Sri Lanka,18
Ireland,Uganda,18
Czech Republic,Uruguay,18
Latvia,Peru,18
Ghana,Viet Nam,18
Iraq,Ukraine,18
Jamaica,South Africa,18
Denmark,Malta,18
Costa Rica,Pakistan,18
Costa Rica,Peru,18
Finland,Kenya,18
China,Zimbabwe,18
Egypt,Rwanda,18
Czech Republic,Ghana,18
Ghana,Slovakia,18
Costa Rica,South Korea,18
Egypt,Mongolia,18
Canada,Togo,18
Lithuania,Slovenia,18
Pakistan,Paraguay,18
Morocco,United Arab Emirates,18
Benin,France,18
Malta,Turkey,18
Belize,Spain,18
Paraguay,Peru,18
Uganda,Zimbabwe,18
Mali,Pakistan,18
Bangladesh,Uruguay,18
Bangladesh,Cameroon,18
Bahrain,Malaysia,18
Afghanistan,Canada,18
Bahrain,China,18
Portugal,Yemen,18
Azerbaijan,Morocco,18
Azerbaijan,Israel,18
Argentina,Paraguay,18
Austria,Uganda,18
Mozambique,Netherlands,18
Cambodia,Taiwan,18
Australia,Myanmar,18
Oman,Poland,18
Albania,Switzerland,18
Burkina Faso,China,18
Albania,Turkey,18
Cameroon,Egypt,18
Bulgaria,North Macedonia,18
Algeria,Argentina,18
Nepal,Taiwan,18
Brazil,Panama,18
Brazil,Mali,18
Brazil,Burkina Faso,18
Botswana,United Kingdom,18
Botswana,Thailand,18
Algeria,Israel,18
Sri Lanka,Viet Nam,18
Canada,Cape Verde,18
Canada,Guatemala,18
Nigeria,Uruguay,18
Macau,Thailand,18
Benin,Germany,18
Luxembourg,Turkey,18
Cambodia,Iran,18
Senegal,Ukraine,18
Saudi Arabia,Uzbekistan,18
Senegal,Viet Nam,18
Saudi Arabia,Uganda,18
Bosnia and Herzegovina,China,17
Mauritius,Spain,17
Democratic Republic Congo,Russian Federation,17
State of Libya,Thailand,17
Argentina,Kazakhstan,17
New Zealand,Senegal,17
Bahrain,France,17
Senegal,Singapore,17
Burkina Faso,Turkey,17
Brazil,Cambodia,17
Ethiopia,Israel,17
North Macedonia,Saudi Arabia,17
Bahrain,Brazil,17
Afghanistan,Spain,17
Puerto Rico,Sweden,17
Azerbaijan,Thailand,17
Pakistan,Sudan,17
Egypt,Sudan,17
Sudan,Sweden,17
State of Libya,Switzerland,17
Algeria,Hong Kong,17
Jordan,Philippines,17
South Korea,Yemen,17
Indonesia,Mali,17
Kenya,North Macedonia,17
Dominican Republic,France,17
Algeria,Taiwan,17
Haiti,Viet Nam,17
Denmark,Viet Nam,17
Bahrain,Switzerland,17
Jamaica,Malaysia,17
Ethiopia,Peru,17
Peru,Tanzania,17
Greece,Iceland,17
Greece,Jordan,17
Argentina,Armenia,17
Malaysia,Palestine,17
Denmark,Iceland,17
Bahrain,Pakistan,17
Cote d'Ivoire,United Kingdom,17
Benin,Thailand,17
Denmark,Ethiopia,17
Nigeria,Yemen,17
North Macedonia,South Korea,17
Kenya,Senegal,17
Cameroon,France,17
China,Oman,17
Mauritania,Spain,17
Estonia,Philippines,17
Chile,Malta,17
Italy,Jamaica,17
Austria,Costa Rica,17
South Africa,State of Libya,17
Iran,Oman,17
Israel,Uruguay,17
Gambia,United States,17
Armenia,Morocco,17
Morocco,North Macedonia,17
Mexico,Nepal,17
Slovenia,Sri Lanka,17
Croatia,Kazakhstan,17
Bangladesh,North Macedonia,17
Russian Federation,Yemen,17
Ireland,Lebanon,17
Jordan,New Zealand,17
Indonesia,Zambia,17
Iran,Jamaica,17
Canada,State of Libya,17
Ghana,Mozambique,17
Ghana,Serbia,17
Spain,Togo,17
Germany,Paraguay,17
Cote d'Ivoire,Nigeria,17
Belgium,Jordan,17
Canada,Mauritania,17
Egypt,Zambia,17
Australia,Kyrgyzstan,17
Kyrgyzstan,Thailand,17
Paraguay,Ukraine,17
Algeria,Bangladesh,17
Chile,Iceland,17
Azerbaijan,Iran,17
Costa Rica,Slovenia,17
Burkina Faso,South Africa,17
Algeria,Austria,17
Cameroon,Iran,17
Nepal,Switzerland,17
Haiti,South Africa,17
Azerbaijan,Czech Republic,17
Latvia,Morocco,17
Mozambique,Viet Nam,17
Sudan,Viet Nam,17
Czech Republic,Dominican Republic,17
Mauritania,South Africa,16
Burkina Faso,Switzerland,16
Croatia,Tunisia,16
Norway,Viet Nam,16
Egypt,Paraguay,16
Singapore,Sudan,16
Saudi Arabia,Sudan,16
Estonia,Indonesia,16
Papua New Guinea,Thailand,16
Slovakia,Uganda,16
Palestine,Slovenia,16
Tanzania,Turkey,16
Malta,Thailand,16
Morocco,Qatar,16
Cape Verde,India,16
Pakistan,Tanzania,16
China,Venezuela,16
Ghana,Ukraine,16
Benin,Portugal,16
Mauritania,Pakistan,16
Mozambique,Portugal,16
Colombia,Ethiopia,16
Egypt,Kazakhstan,16
Egypt,Jordan,16
Oman,South Korea,16
Egypt,Iceland,16
Ghana,Uganda,16
Botswana,Canada,16
Croatia,Viet Nam,16
North Macedonia,Ukraine,16
Latvia,Slovenia,16
Mexico,Mozambique,16
Guatemala,Spain,16
Brazil,Zambia,16
Cameroon,Kenya,16
Brunei Darussalam,United States,16
Czech Republic,Iceland,16
Bulgaria,Ethiopia,16
Moldova,United Kingdom,16
Nepal,Portugal,16
Bulgaria,Palestine,16
Bulgaria,Paraguay,16
Bulgaria,Tunisia,16
Albania,France,16
Albania,Thailand,16
Cameroon,Democratic Republic Congo,16
Costa Rica,Greece,16
Thailand,Venezuela,16
Albania,South Africa,16
Laos,Laos,16
India,Mauritius,16
Jordan,Norway,16
Costa Rica,Ireland,16
Brazil,Rwanda,16
Brazil,Nicaragua,16
Algeria,Chile,16
Bosnia and Herzegovina,Thailand,16
Canada,Nicaragua,16
Kazakhstan,Singapore,16
Bolivia,Ukraine,16
Lebanon,Sweden,16
South Africa,Uzbekistan,16
Nigeria,State of Libya,16
Greece,Malta,16
Bosnia and Herzegovina,South Korea,16
Nigeria,Panama,16
Nigeria,Palestine,16
Jamaica,Sudan,16
Cameroon,Netherlands,16
Algeria,Saudi Arabia,16
Jamaica,Turkey,16
Denmark,Latvia,16
Chile,Democratic Republic Congo,16
New Zealand,Viet Nam,16
Guatemala,Thailand,16
Kazakhstan,Peru,16
Democratic Republic Congo,Malaysia,16
Cuba,Italy,16
Latvia,Viet Nam,16
Aruba,United Kingdom,16
Australia,Mali,16
Malawi,Nigeria,16
Ethiopia,Sweden,16
Kenya,Mozambique,16
Estonia,Peru,16
Georgia,Indonesia,16
Bangladesh,Ukraine,16
Australia,Brunei Darussalam,16
Argentina,Iceland,16
Bangladesh,Democratic Republic Congo,16
Ghana,Ireland,16
Argentina,Jordan,16
Ethiopia,Singapore,16
Russian Federation,State of Libya,16
Argentina,Nepal,16
United Arab Emirates,United Arab Emirates,16
Ethiopia,Saudi Arabia,16
Germany,Venezuela,16
Bahrain,Saudi Arabia,16
Kenya,Uganda,16
Iraq,Paraguay,16
Ghana,Iraq,16
Ghana,Hong Kong,16
Kenya,United Arab Emirates,16
France,Venezuela,16
Bahrain,Egypt,16
Argentina,Azerbaijan,16
Iceland,Russian Federation,16
Macau,Malaysia,16
Azerbaijan,Taiwan,16
Argentina,Dominican Republic,16
Germany,Tanzania,16
Australia,Venezuela,16
Bangladesh,Costa Rica,16
Croatia,Ghana,16
Croatia,Democratic Republic Congo,16
France,Rwanda,15
Costa Rica,Taiwan,15
South Korea,Sudan,15
Cameroon,Jordan,15
Netherlands,Paraguay,15
Algeria,Viet Nam,15
Dominican Republic,Netherlands,15
Kazakhstan,Serbia,15
Azerbaijan,Hungary,15
Bosnia and Herzegovina,Israel,15
Bangladesh,Dominican Republic,15
Ecuador,Ethiopia,15
Iraq,Mauritania,15
Canada,Haiti,15
Mozambique,Sweden,15
Cameroon,Iraq,15
Iraq,Tanzania,15
Iceland,Mexico,15
Azerbaijan,Finland,15
Czech Republic,Honduras,15
Finland,Ghana,15
Ecuador,Iraq,15
Azerbaijan,Netherlands,15
Croatia,Iraq,15
Cote d'Ivoire,South Africa,15
Chile,Puerto Rico,15
Albania,Australia,15
Nicaragua,South Africa,15
Mongolia,Turkey,15
Albania,China,15
Denmark,Dominican Republic,15
Algeria,Indonesia,15
Brazil,Dominican Republic,15
Algeria,Greece,15
Bahrain,Japan,15
Finland,Viet Nam,15
Hungary,Jordan,15
Botswana,South Africa,15
Japan,Mozambique,15
Germany,Mozambique,15
Indonesia,Rwanda,15
Mongolia,Switzerland,15
Australia,Guatemala,15
Kyrgyzstan,Spain,15
Malawi,Turkey,15
Bahrain,Philippines,15
Kenya,Rwanda,15
Colombia,Sierra Leone,15
Czech Republic,Senegal,15
Jamaica,Saudi Arabia,15
Germany,Zambia,15
Nigeria,Rwanda,15
Malawi,Netherlands,15
Hong Kong,Jordan,15
Azerbaijan,Pakistan,15
Denmark,Mongolia,15
Bosnia and Herzegovina,Singapore,15
Finland,North Macedonia,15
Bahrain,Singapore,15
Qatar,Slovakia,15
Lebanon,Qatar,15
Brazil,Mongolia,15
Algeria,Russian Federation,15
Iceland,Malaysia,15
Canada,Mali,15
Azerbaijan,Chile,15
Peru,Sri Lanka,15
Costa Rica,Egypt,15
Cyprus,Peru,15
Haiti,Pakistan,15
Uganda,Viet Nam,15
Ethiopia,Iraq,15
Australia,Bosnia and Herzegovina,15
Chile,Ethiopia,15
China,State of Libya,15
Benin,Nigeria,15
Switzerland,Yemen,15
Lithuania,Peru,15
Benin,Malaysia,15
China,Guatemala,15
Slovenia,Uganda,15
Austria,Azerbaijan,15
Slovenia,Tunisia,15
Israel,Zambia,15
Iran,Mozambique,15
Belgium,Democratic Republic Congo,15
Italy,Mozambique,15
Iceland,Singapore,15
Ireland,Viet Nam,15
Honduras,Turkey,15
China,Nicaragua,15
Cuba,Switzerland,15
Haiti,Spain,15
Indonesia,Sudan,15
Laos,Malaysia,15
Albania,South Korea,15
Iceland,Israel,15
Iceland,Ireland,15
Mali,Turkey,15
Peru,Zambia,15
Myanmar,Pakistan,15
Iraq,Zambia,15
Canada,Mauritius,15
Paraguay,South Korea,15
Macau,New Zealand,15
Lebanon,Ukraine,15
Bolivia,Portugal,15
Mali,United Kingdom,15
Albania,Nigeria,15
Cyprus,United Arab Emirates,15
Chile,Jamaica,15
Ecuador,Tunisia,15
Canada,Zimbabwe,15
Armenia,Nigeria,15
Kenya,Tanzania,15
Ethiopia,Poland,15
Ghana,Philippines,15
Ukraine,United Arab Emirates,15
Israel,Senegal,15
Chad,Thailand,15
Belarus,Slovakia,15
Australia,Panama,15
Israel,Jordan,15
Peru,United Arab Emirates,15
Panama,South Africa,15
Costa Rica,Indonesia,14
Netherlands,Zambia,14
Mongolia,South Africa,14
Costa Rica,Hong Kong,14
Democratic Republic Congo,France,14
Macau,South Africa,14
Kazakhstan,Kazakhstan,14
Brazil,Jamaica,14
Jordan,Ukraine,14
Burkina Faso,Italy,14
Australia,Mauritius,14
Argentina,Zambia,14
Netherlands,Uzbekistan,14
Australia,Yemen,14
Cote d'Ivoire,Peru,14
Bulgaria,Kenya,14
Cameroon,Germany,14
Nepal,Serbia,14
Iraq,Mali,14
Bulgaria,Nepal,14
Austria,Ghana,14
Qatar,United Arab Emirates,14
Cameroon,Italy,14
Brunei Darussalam,South Korea,14
Nepal,Norway,14
Netherlands,Rwanda,14
Argentina,Uzbekistan,14
Brunei Darussalam,India,14
Bulgaria,Yemen,14
Czech Republic,Panama,14
Mongolia,Pakistan,14
Cyprus,Palestine,14
Jordan,Slovakia,14
Hungary,Macau,14
Cuba,South Africa,14
Cameroon,Mexico,14
Myanmar,Taiwan,14
Senegal,Uganda,14
Australia,Zimbabwe,14
State of Libya,Ukraine,14
Iraq,Slovenia,14
Lebanon,Lebanon,14
Bosnia and Herzegovina,Brazil,14
Australia,Mauritania,14
Croatia,Sudan,14
Slovenia,Viet Nam,14
Ghana,Lebanon,14
Ethiopia,Kenya,14
Oman,Saudi Arabia,14
Bhutan,China,14
Norway,Zambia,14
Bolivia,Bulgaria,14
Ethiopia,Serbia,14
Philippines,Senegal,14
Central African Republic,China,14
Canada,Panama,14
Costa Rica,New Zealand,14
Ireland,Kazakhstan,14
Bolivia,Senegal,14
Bolivia,Serbia,14
Bangladesh,Kazakhstan,14
Democratic Republic Congo,Ghana,14
Hong Kong,North Macedonia,14
Ethiopia,Iran,14
Moldova,Thailand,14
Belgium,Senegal,14
Ghana,New Zealand,14
Ghana,Morocco,14
Panama,Switzerland,14
El Salvador,United Kingdom,14
Malta,Russian Federation,14
Malta,Singapore,14
Morocco,Puerto Rico,14
Palestine,Slovakia,14
Belgium,Oman,14
Turkey,Venezuela,14
Pakistan,Yemen,14
Belgium,Kazakhstan,14
Croatia,Malta,14
Egypt,Uruguay,14
Ethiopia,Finland,14
Italy,Namibia,14
Uganda,Zambia,14
Ethiopia,Ghana,14
Bangladesh,Jordan,14
Ecuador,Kazakhstan,14
Ukraine,Yemen,14
Finland,Kazakhstan,14
Cuba,France,14
Haiti,Jamaica,14
Malaysia,Malta,14
Cambodia,South Africa,14
Bosnia and Herzegovina,Russian Federation,14
Hungary,Iceland,14
Bosnia and Herzegovina,Turkey,14
Bahrain,Poland,14
Algeria,Peru,14
Iraq,Senegal,14
Central African Republic,Spain,14
Algeria,Ireland,14
Malawi,Sweden,14
Botswana,Nigeria,14
Finland,Uganda,14
Cameroon,Peru,14
Japan,Malawi,14
Finland,Uruguay,14
Senegal,Serbia,14
Hong Kong,Uganda,14
Australia,Central African Republic,14
Jamaica,Nigeria,14
Lebanon,Slovenia,14
Bangladesh,Honduras,14
Canada,Kuwait,14
South Africa,Venezuela,14
Bangladesh,Estonia,14
Bosnia and Herzegovina,Italy,14
China,El Salvador,14
Dominican Republic,Mexico,14
Cuba,Egypt,14
Cuba,Turkey,14
Costa Rica,Morocco,14
Georgia,Philippines,14
Ghana,Ghana,14
Tunisia,United Arab Emirates,14
Albania,Portugal,13
Albania,Pakistan,13
Jordan,Slovenia,13
Sweden,Venezuela,13
Albania,Germany,13
Montenegro,Sweden,13
Kazakhstan,Saudi Arabia,13
Burkina Faso,Thailand,13
Sweden,Uzbekistan,13
Kazakhstan,South Africa,13
Ecuador,Uruguay,13
Cyprus,Indonesia,13
Benin,Egypt,13
Germany,State of Libya,13
Bahrain,Denmark,13
Germany,Syrian Arab Republic,13
Portugal,Senegal,13
Bahrain,Netherlands,13
Finland,Malta,13
Ghana,Greece,13
Bangladesh,Mali,13
Argentina,Bosnia and Herzegovina,13
Argentina,Bahrain,13
Belgium,Tanzania,13
Israel,Lebanon,13
Paraguay,Serbia,13
Israel,Mozambique,13
Panama,Russian Federation,13
Palestine,Ukraine,13
Ghana,Rwanda,13
France,Oman,13
Azerbaijan,Norway,13
Azerbaijan,Nigeria,13
Georgia,Kenya,13
Sierra Leone,Spain,13
Sierra Leone,Thailand,13
Indonesia,Palestine,13
Georgia,Peru,13
Rwanda,Viet Nam,13
Rwanda,Turkey,13
Armenia,Denmark,13
Argentina,Yemen,13
Azerbaijan,New Zealand,13
Austria,Jordan,13
Argentina,Tanzania,13
Argentina,Senegal,13
Azerbaijan,Croatia,13
France,Zimbabwe,13
Azerbaijan,Hong Kong,13
Azerbaijan,Malaysia,13
Italy,Kyrgyzstan,13
Egypt,Venezuela,13
Burkina Faso,Germany,13
Egypt,Tanzania,13
Dominican Republic,Japan,13
Jamaica,Russian Federation,13
Denmark,Uzbekistan,13
Nicaragua,Turkey,13
Nicaragua,Switzerland,13
Democratic Republic Congo,Uganda,13
New Zealand,Tunisia,13
Botswana,Viet Nam,13
Democratic Republic Congo,Ethiopia,13
Japan,Paraguay,13
Brazil,Niger,13
Brazil,Venezuela,13
Brunei Darussalam,Taiwan,13
Bulgaria,Jordan,13
Bulgaria,Kazakhstan,13
Nepal,Russian Federation,13
Cyprus,North Macedonia,13
Dominican Republic,Norway,13
Dominican Republic,Pakistan,13
Dominican Republic,Saudi Arabia,13
Chad,United Kingdom,13
Benin,Netherlands,13
Benin,Pakistan,13
Benin,Saudi Arabia,13
Egypt,Myanmar,13
Egypt,Mozambique,13
Egypt,Jamaica,13
Ghana,Taiwan,13
Mongolia,Nigeria,13
Dominican Republic,Sweden,13
Ecuador,Uganda,13
Bolivia,Czech Republic,13
Bolivia,Israel,13
Ecuador,North Macedonia,13
North Macedonia,Uganda,13
Bolivia,Slovakia,13
Bosnia and Herzegovina,Denmark,13
Cambodia,Laos,13
Algeria,Kenya,13
Costa Rica,Hungary,13
Mauritania,Peru,13
Cape Verde,Switzerland,13
Lithuania,Uganda,13
Honduras,South Africa,13
Cambodia,Netherlands,13
Mauritius,Switzerland,13
Lebanon,United Arab Emirates,13
Cameroon,South Korea,13
Lebanon,Tunisia,13
Cameroon,Morocco,13
Mexico,Mongolia,13
