Eid,Funding Count,Cite-By Count,Has Funding,Has Cite-By
2-s2.0-85054828004,3,3,1,1
2-s2.0-85074626002,5,7,1,1
2-s2.0-85064570085,104,27,1,1
2-s2.0-85061701704,6,13,1,1
2-s2.0-85068345041,0,47,0,1
2-s2.0-85107180652,3,0,1,0
2-s2.0-85077153764,0,2,0,1
2-s2.0-85046171472,5,28,1,1
2-s2.0-85070314846,2,4,1,1
2-s2.0-85076688477,5,2,1,1
2-s2.0-85096600361,0,0,0,0
2-s2.0-85061338683,3,7,1,1
2-s2.0-85078139162,3,7,1,1
2-s2.0-85074711692,0,6,0,1
2-s2.0-85071540817,13,19,1,1
2-s2.0-85062370131,2,9,1,1
2-s2.0-85062147975,120,122,1,1
2-s2.0-85066779511,7,43,1,1
2-s2.0-85064722887,3,7,1,1
2-s2.0-85051368334,3,21,1,1
2-s2.0-85073735811,5,0,1,0
2-s2.0-85058708803,1,16,1,1
2-s2.0-85062726346,2,10,1,1
2-s2.0-85073737515,0,6,0,1
2-s2.0-85072921156,2,7,1,1
2-s2.0-85071779124,4,18,1,1
2-s2.0-85051025631,0,250,0,1
2-s2.0-85064563938,5,18,1,1
2-s2.0-85088408001,2,6,1,1
2-s2.0-85071771474,2,8,1,1
2-s2.0-85062964364,5,3,1,1
2-s2.0-85082699817,2,0,1,0
2-s2.0-85069924131,5,1,1,1
2-s2.0-85063605347,2,17,1,1
2-s2.0-85060091264,0,1,0,1
2-s2.0-85076261344,3,4,1,1
2-s2.0-85055860374,4,46,1,1
2-s2.0-85072534477,5,19,1,1
2-s2.0-85073083806,5,1,1,1
2-s2.0-85062214400,0,5,0,1
2-s2.0-85065289835,5,5,1,1
2-s2.0-85071710905,7,18,1,1
2-s2.0-85072208968,0,46,0,1
2-s2.0-85075599136,6,11,1,1
2-s2.0-85068656333,4,5,1,1
2-s2.0-85047934562,1,10,1,1
2-s2.0-85066635415,0,2,0,1
2-s2.0-85058454362,4,41,1,1
2-s2.0-85069052281,0,26,0,1
2-s2.0-85057785968,0,1,0,1
2-s2.0-85074237919,0,13,0,1
2-s2.0-85080046565,0,2,0,1
2-s2.0-85072295445,6,21,1,1
2-s2.0-85067933135,4,0,1,0
2-s2.0-85075777894,9,32,1,1
2-s2.0-85056615781,5,4,1,1
2-s2.0-85074378454,3,11,1,1
2-s2.0-85075915068,3,3,1,1
2-s2.0-85065957176,1,2,1,1
2-s2.0-85060196538,5,41,1,1
2-s2.0-85062777227,3,4,1,1
2-s2.0-85065450321,0,3,0,1
2-s2.0-85059503581,0,26,0,1
2-s2.0-85062242899,0,80,0,1
2-s2.0-85072992297,4,5,1,1
2-s2.0-85065467940,3,88,1,1
2-s2.0-85054090216,1,5,1,1
2-s2.0-85066992121,5,2,1,1
2-s2.0-85051672867,5,6,1,1
2-s2.0-85070553552,5,4,1,1
2-s2.0-85069676962,6,0,1,0
2-s2.0-85125181930,0,1,0,1
2-s2.0-85071241800,2,4,1,1
2-s2.0-85065227130,6,4,1,1
2-s2.0-85072702480,3,0,1,0
2-s2.0-85061101954,3,10,1,1
2-s2.0-85079004892,0,3,0,1
2-s2.0-85074226920,0,16,0,1
2-s2.0-85048024714,0,39,0,1
2-s2.0-85062295437,5,7,1,1
2-s2.0-85074885505,6,23,1,1
2-s2.0-85141311905,1,1,1,1
2-s2.0-85060939471,4,12,1,1
2-s2.0-85073747835,2,9,1,1
2-s2.0-85061768426,0,0,0,0
2-s2.0-85066508614,4,31,1,1
2-s2.0-85064209776,0,3,0,1
2-s2.0-85071975192,5,3,1,1
2-s2.0-85067679501,0,8,0,1
2-s2.0-85057738318,0,0,0,0
2-s2.0-85072656884,5,5,1,1
2-s2.0-85068000894,5,39,1,1
2-s2.0-85071170384,3,0,1,0
2-s2.0-85065527625,3,61,1,1
2-s2.0-85061188766,0,23,0,1
2-s2.0-85070392094,3,2,1,1
2-s2.0-85069604963,5,17,1,1
2-s2.0-85063424717,105,6,1,1
2-s2.0-85077975261,0,0,0,0
2-s2.0-85077964906,6,5,1,1
2-s2.0-85044772170,2,2,1,1
2-s2.0-85069051894,5,5,1,1
2-s2.0-85067418189,3,55,1,1
2-s2.0-85078850160,0,1,0,1
2-s2.0-85059954764,2,2,1,1
2-s2.0-85048773122,0,2,0,1
2-s2.0-85073321185,3,4,1,1
2-s2.0-85060150802,1,15,1,1
2-s2.0-85063250597,0,36,0,1
2-s2.0-85071600684,5,16,1,1
2-s2.0-85069889234,0,10,0,1
2-s2.0-85077073854,0,6,0,1
2-s2.0-85072675962,2,2,1,1
2-s2.0-85101592821,2,0,1,0
2-s2.0-85065803082,0,0,0,0
2-s2.0-85063576577,2,9,1,1
2-s2.0-85069590379,6,2,1,1
2-s2.0-85060928282,2,17,1,1
2-s2.0-85073513464,2,2,1,1
2-s2.0-85050527218,0,3,0,1
2-s2.0-85077966228,0,0,0,0
2-s2.0-85060164542,0,1,0,1
2-s2.0-85077630871,5,4,1,1
2-s2.0-85076310405,3,1,1,1
2-s2.0-85073178758,4,26,1,1
2-s2.0-85052727938,2,6,1,1
2-s2.0-85064662957,2,2,1,1
2-s2.0-85061080981,103,12,1,1
2-s2.0-85111879695,0,0,0,0
2-s2.0-85065012302,0,4,0,1
2-s2.0-85072144865,0,5,0,1
2-s2.0-85070265460,2,37,1,1
2-s2.0-85064215214,0,1,0,1
2-s2.0-85071921659,4,1,1,1
2-s2.0-85081271516,1,4,1,1
2-s2.0-85066350269,2,29,1,1
2-s2.0-85070826539,1,25,1,1
2-s2.0-85061034562,0,7,0,1
2-s2.0-85073594166,0,5,0,1
2-s2.0-85023749151,0,0,0,0
2-s2.0-85068115256,2,9,1,1
2-s2.0-85074170062,8,9,1,1
2-s2.0-85091972581,4,4,1,1
2-s2.0-85054016973,2,126,1,1
2-s2.0-85068347287,0,1,0,1
2-s2.0-85065057290,2,0,1,0
2-s2.0-85062699245,1,13,1,1
2-s2.0-85063795211,0,8,0,1
2-s2.0-85069746090,6,3,1,1
2-s2.0-85062975770,5,1,1,1
2-s2.0-85075620926,6,4,1,1
2-s2.0-85074349487,4,2,1,1
2-s2.0-85062629289,99,65,1,1
2-s2.0-85082065799,0,17,0,1
2-s2.0-85066251209,4,32,1,1
2-s2.0-85063902132,105,50,1,1
2-s2.0-85081093214,2,2,1,1
2-s2.0-85071681094,3,0,1,0
2-s2.0-85066045697,103,379,1,1
2-s2.0-85066110560,0,9,0,1
2-s2.0-85055682516,0,4,0,1
2-s2.0-85065674940,5,4,1,1
2-s2.0-85071281204,2,10,1,1
2-s2.0-85073832249,2,2,1,1
2-s2.0-85058674994,3,9,1,1
2-s2.0-85084423218,0,1,0,1
2-s2.0-85068902390,5,5,1,1
2-s2.0-85065991546,0,1,0,1
2-s2.0-85065098743,8,4,1,1
2-s2.0-85073761982,2,6,1,1
2-s2.0-85062208205,2,3,1,1
2-s2.0-85062771818,5,27,1,1
2-s2.0-85074081475,5,0,1,0
2-s2.0-85077084700,0,35,0,1
2-s2.0-85066124418,2,193,1,1
2-s2.0-85073994873,3,24,1,1
2-s2.0-85069662735,4,22,1,1
2-s2.0-85075077633,0,2,0,1
2-s2.0-85063044494,2,0,1,0
2-s2.0-85063804234,3,19,1,1
2-s2.0-85072217008,0,3,0,1
2-s2.0-85063303409,0,15,0,1
2-s2.0-85068485265,4,5,1,1
2-s2.0-85056221273,8,9,1,1
2-s2.0-85084037967,0,6,0,1
2-s2.0-85074626556,5,17,1,1
2-s2.0-85069852030,8,0,1,0
2-s2.0-85072682057,0,5,0,1
2-s2.0-85109269256,6,3,1,1
2-s2.0-85073701088,1,7,1,1
2-s2.0-85076801461,4,4,1,1
2-s2.0-85070664574,0,0,0,0
2-s2.0-85061939984,6,66,1,1
2-s2.0-85072103422,104,20,1,1
2-s2.0-85047344776,2,10,1,1
2-s2.0-85074707394,4,10,1,1
2-s2.0-85073529830,3,3,1,1
2-s2.0-85051742323,5,14,1,1
2-s2.0-85070561580,2,40,1,1
2-s2.0-85063073641,2,5,1,1
2-s2.0-85069669086,7,57,1,1
2-s2.0-85065540806,1,1,1,1
2-s2.0-85060830813,10,18,1,1
2-s2.0-85060517190,6,50,1,1
2-s2.0-85076582304,0,0,0,0
2-s2.0-85058947277,2,20,1,1
2-s2.0-85074489992,5,18,1,1
2-s2.0-85075901146,2,1,1,1
2-s2.0-85061838070,2,21,1,1
2-s2.0-85090354015,5,0,1,0
2-s2.0-85063812357,0,11,0,1
2-s2.0-85071903355,0,3,0,1
2-s2.0-85072774761,10,3,1,1
2-s2.0-85067623710,4,0,1,0
2-s2.0-85071334827,4,1,1,1
2-s2.0-85061312550,4,18,1,1
2-s2.0-85058887275,11,38,1,1
2-s2.0-85067216416,3,5,1,1
2-s2.0-85079889473,1,0,1,0
2-s2.0-85067657000,5,20,1,1
2-s2.0-85075947794,2,3,1,1
2-s2.0-85068866765,0,2,0,1
2-s2.0-85064000735,0,27,0,1
2-s2.0-85066460744,6,7,1,1
2-s2.0-85065090560,0,0,0,0
2-s2.0-85071932253,3,4,1,1
2-s2.0-85074652326,4,0,1,0
2-s2.0-85052922964,0,19,0,1
2-s2.0-85077391071,3,41,1,1
2-s2.0-85061186683,96,12,1,1
2-s2.0-85074694662,0,1,0,1
2-s2.0-85074305335,3,131,1,1
2-s2.0-85075992522,3,22,1,1
2-s2.0-85068792192,3,18,1,1
2-s2.0-85066267842,5,5,1,1
2-s2.0-85042141394,2,25,1,1
2-s2.0-85053504686,2,4,1,1
2-s2.0-85061674884,4,4,1,1
2-s2.0-85071086387,2,10,1,1
2-s2.0-85075862472,0,0,0,0
2-s2.0-85116397412,0,0,0,0
2-s2.0-85068821170,0,5,0,1
2-s2.0-85066853018,4,0,1,0
2-s2.0-85066811100,3,14,1,1
2-s2.0-85061512111,0,90,0,1
2-s2.0-85077600942,0,0,0,0
2-s2.0-85071199713,94,29,1,1
2-s2.0-85072623780,5,3,1,1
2-s2.0-85074853228,6,7,1,1
2-s2.0-85074245632,5,48,1,1
2-s2.0-85132869487,0,0,0,0
2-s2.0-85065789606,4,13,1,1
2-s2.0-85066099828,3,7,1,1
2-s2.0-85071743784,0,9,0,1
2-s2.0-85065212127,2,5,1,1
2-s2.0-85060065951,6,11,1,1
2-s2.0-85065531348,0,0,0,0
2-s2.0-85059494136,6,18,1,1
2-s2.0-85085664117,6,2,1,1
2-s2.0-85090530873,5,5,1,1
2-s2.0-85052377391,2,18,1,1
2-s2.0-85070929836,3,17,1,1
2-s2.0-85131472050,0,0,0,0
2-s2.0-85075517053,6,14,1,1
2-s2.0-85068982883,4,20,1,1
2-s2.0-85070680948,0,7,0,1
2-s2.0-85062046983,3,10,1,1
2-s2.0-85064874696,2,6,1,1
2-s2.0-85054337918,0,5,0,1
2-s2.0-85069329472,9,31,1,1
2-s2.0-85068706998,0,3,0,1
2-s2.0-85078054320,0,0,0,0
2-s2.0-85061133638,5,7,1,1
2-s2.0-85067229303,3,13,1,1
2-s2.0-85068729869,8,167,1,1
2-s2.0-85064431064,6,25,1,1
2-s2.0-85066083374,0,3,0,1
2-s2.0-85078350061,4,2,1,1
2-s2.0-85075793305,2,12,1,1
2-s2.0-85074765094,104,10,1,1
2-s2.0-85056200937,4,13,1,1
2-s2.0-85076381651,4,11,1,1
2-s2.0-85072508512,0,20,0,1
2-s2.0-85053064170,6,19,1,1
2-s2.0-85082532757,0,0,0,0
2-s2.0-85085637962,5,1,1,1
2-s2.0-85059571480,2,3,1,1
2-s2.0-85064677022,5,4,1,1
2-s2.0-85061980543,2,5,1,1
2-s2.0-85071345703,6,102,1,1
2-s2.0-85057868414,0,12,0,1
2-s2.0-85068624450,0,8,0,1
2-s2.0-85072234742,5,9,1,1
2-s2.0-85087357598,2,4,1,1
2-s2.0-85062214091,0,3,0,1
2-s2.0-85072140908,5,1,1,1
2-s2.0-85063635027,6,27,1,1
2-s2.0-85063199426,103,15,1,1
2-s2.0-85067663561,2,0,1,0
2-s2.0-85078558350,0,11,0,1
2-s2.0-85066787162,0,0,0,0
2-s2.0-85078854997,0,0,0,0
2-s2.0-85017461017,2,2,1,1
2-s2.0-85071276825,0,43,0,1
2-s2.0-85051428220,5,22,1,1
2-s2.0-85072163296,0,3,0,1
2-s2.0-85063508016,2,12,1,1
2-s2.0-85072800526,0,3,0,1
2-s2.0-85063575626,2,22,1,1
2-s2.0-85064007339,0,11,0,1
2-s2.0-85067014462,5,14,1,1
2-s2.0-85069319703,0,5,0,1
2-s2.0-85076354183,5,4,1,1
2-s2.0-85074637925,10,2,1,1
2-s2.0-85105621349,0,1,0,1
2-s2.0-85088885967,0,8,0,1
2-s2.0-85094114199,0,0,0,0
2-s2.0-85071382056,1,21,1,1
2-s2.0-85089805611,0,0,0,0
2-s2.0-85100164236,6,5,1,1
2-s2.0-85085123452,0,10,0,1
2-s2.0-85085316621,5,3,1,1
2-s2.0-85081962777,0,11,0,1
2-s2.0-85071284324,2,2,1,1
2-s2.0-85090044123,5,26,1,1
2-s2.0-85092172386,4,1,1,1
2-s2.0-85086317780,7,6,1,1
2-s2.0-85090917698,0,4,0,1
2-s2.0-85088207343,0,1,0,1
2-s2.0-85082114045,11,11,1,1
2-s2.0-85087005199,7,5,1,1
2-s2.0-85090907363,2,5,1,1
2-s2.0-85095769121,5,16,1,1
2-s2.0-85080133371,2,23,1,1
2-s2.0-85099175285,3,1,1,1
2-s2.0-85089252647,0,14,0,1
2-s2.0-85078550303,2,7,1,1
2-s2.0-85096432465,5,12,1,1
2-s2.0-85101903734,2,1,1,1
2-s2.0-85076849774,7,6,1,1
2-s2.0-85085528510,4,4,1,1
2-s2.0-85090553570,5,0,1,0
2-s2.0-85084592903,5,6,1,1
2-s2.0-85084894884,0,4,0,1
2-s2.0-85097869212,0,11,0,1
2-s2.0-85090060783,3,7,1,1
2-s2.0-85079003491,0,0,0,0
2-s2.0-85089492646,0,1,0,1
2-s2.0-85092907758,5,1,1,1
2-s2.0-85079230198,0,2,0,1
2-s2.0-85092709391,6,29,1,1
2-s2.0-85096308834,12,11,1,1
2-s2.0-85078741831,0,10,0,1
2-s2.0-85083370560,5,0,1,0
2-s2.0-85088485920,5,19,1,1
2-s2.0-85090251026,2,7,1,1
2-s2.0-85086008016,0,6,0,1
2-s2.0-85101190359,5,3,1,1
2-s2.0-85097680002,2,3,1,1
2-s2.0-85085288929,2,52,1,1
2-s2.0-85065720311,0,3,0,1
2-s2.0-85078049766,2,2,1,1
2-s2.0-85088893470,3,24,1,1
2-s2.0-85078260806,5,13,1,1
2-s2.0-85076978074,6,11,1,1
2-s2.0-85084801638,3,26,1,1
2-s2.0-85088515805,5,16,1,1
2-s2.0-85071272571,0,56,0,1
2-s2.0-85086259722,4,1,1,1
2-s2.0-85107816627,1,15,1,1
2-s2.0-85097310758,10,19,1,1
2-s2.0-85102883823,0,0,0,0
2-s2.0-85080137917,4,125,1,1
2-s2.0-85078770744,3,3,1,1
2-s2.0-85078006467,4,26,1,1
2-s2.0-85096187432,2,4,1,1
2-s2.0-85097941575,6,1,1,1
2-s2.0-85083007243,3,8,1,1
2-s2.0-85084563306,5,4,1,1
2-s2.0-85084437256,5,2,1,1
2-s2.0-85091788205,0,4,0,1
2-s2.0-85082982845,4,0,1,0
2-s2.0-85077910120,0,24,0,1
2-s2.0-85091922725,3,30,1,1
2-s2.0-85080070071,9,7,1,1
2-s2.0-85094199117,0,0,0,0
2-s2.0-85081665123,7,18,1,1
2-s2.0-85089491195,3,26,1,1
2-s2.0-85086274373,2,3,1,1
2-s2.0-85071442614,6,4,1,1
2-s2.0-85046082672,0,1,0,1
2-s2.0-85100125693,0,0,0,0
2-s2.0-85097754956,2,3,1,1
2-s2.0-85102806396,2,4,1,1
2-s2.0-85079590137,17,80,1,1
2-s2.0-85059188849,2,1,1,1
2-s2.0-85097595495,2,1,1,1
2-s2.0-85086035155,3,0,1,0
2-s2.0-85088851884,0,0,0,0
2-s2.0-85095865378,3,0,1,0
2-s2.0-85076439333,5,9,1,1
2-s2.0-85085951709,5,0,1,0
2-s2.0-85083788170,2,67,1,1
2-s2.0-85099921092,0,5,0,1
2-s2.0-85075835717,2,26,1,1
2-s2.0-85090991496,8,33,1,1
2-s2.0-85083451555,1,7,1,1
2-s2.0-85084976715,4,4,1,1
2-s2.0-85091875857,3,4,1,1
2-s2.0-85079731281,2,13,1,1
2-s2.0-85066870360,0,13,0,1
2-s2.0-85097618338,108,21,1,1
2-s2.0-85086369711,7,16,1,1
2-s2.0-85085125219,0,4,0,1
2-s2.0-85082306074,5,6,1,1
2-s2.0-85091834556,0,5,0,1
2-s2.0-85097796061,8,23,1,1
2-s2.0-85080991473,107,21,1,1
2-s2.0-85096708547,0,5,0,1
2-s2.0-85090722093,2,43,1,1
2-s2.0-85083902880,5,29,1,1
2-s2.0-85088291477,0,5,0,1
2-s2.0-85090879037,5,0,1,0
2-s2.0-85097404581,5,0,1,0
2-s2.0-85085963947,0,0,0,0
2-s2.0-85077325936,108,158,1,1
2-s2.0-85074718108,2,13,1,1
2-s2.0-85091259600,5,5,1,1
2-s2.0-85095432734,3,16,1,1
2-s2.0-85081975427,2,14,1,1
2-s2.0-85152850834,0,0,0,0
2-s2.0-85089729033,4,9,1,1
2-s2.0-85111300733,0,6,0,1
2-s2.0-85090974367,0,0,0,0
2-s2.0-85082413535,8,24,1,1
2-s2.0-85096044287,2,7,1,1
2-s2.0-85106181034,5,4,1,1
2-s2.0-85089953944,0,0,0,0
2-s2.0-85083578043,6,11,1,1
2-s2.0-85086939613,5,0,1,0
2-s2.0-85089887512,5,11,1,1
2-s2.0-85082549235,4,15,1,1
2-s2.0-85094871572,4,19,1,1
2-s2.0-85085985051,0,6,0,1
2-s2.0-85074731195,2,135,1,1
2-s2.0-85091722293,13,22,1,1
2-s2.0-85090273111,9,2,1,1
2-s2.0-85073028704,47,103,1,1
2-s2.0-85086325881,0,3,0,1
2-s2.0-85092642393,0,1,0,1
2-s2.0-85082596945,0,0,0,0
2-s2.0-85109551445,0,0,0,0
2-s2.0-85098487058,2,1,1,1
2-s2.0-85089274620,3,11,1,1
2-s2.0-85082985901,0,9,0,1
2-s2.0-85073939493,5,1,1,1
2-s2.0-85086913311,0,13,0,1
2-s2.0-85087587268,5,5,1,1
2-s2.0-85086811107,0,0,0,0
2-s2.0-85079469203,4,5,1,1
2-s2.0-85095773913,0,2,0,1
2-s2.0-85087033200,5,10,1,1
2-s2.0-85081351378,0,28,0,1
2-s2.0-85080104949,14,2,1,1
2-s2.0-85079799326,2,39,1,1
2-s2.0-85091071856,4,2,1,1
2-s2.0-85087722050,0,7,0,1
2-s2.0-85084065962,3,31,1,1
2-s2.0-85037702187,0,6,0,1
2-s2.0-85090551728,3,0,1,0
2-s2.0-85089190082,2,3,1,1
2-s2.0-85088094860,4,16,1,1
2-s2.0-85082429642,2,2,1,1
2-s2.0-85080905360,0,3,0,1
2-s2.0-85061919785,4,3,1,1
2-s2.0-85083356061,2,10,1,1
2-s2.0-85086702707,7,20,1,1
2-s2.0-85126928340,0,3,0,1
2-s2.0-85091975971,6,7,1,1
2-s2.0-85092799266,2,11,1,1
2-s2.0-85084995733,0,2,0,1
2-s2.0-85076252814,3,13,1,1
2-s2.0-85089441197,3,107,1,1
2-s2.0-85081929690,3,2,1,1
2-s2.0-85089310669,2,8,1,1
2-s2.0-85084385394,2,4,1,1
2-s2.0-85078603389,3,27,1,1
2-s2.0-85091428716,2,8,1,1
2-s2.0-85083546390,2,9,1,1
2-s2.0-85087890269,0,2,0,1
2-s2.0-85078350967,5,22,1,1
2-s2.0-85092191826,3,14,1,1
2-s2.0-85078900629,2,15,1,1
2-s2.0-85079414035,4,60,1,1
2-s2.0-85084294353,0,0,0,0
2-s2.0-85086378179,0,0,0,0
2-s2.0-85083186457,9,9,1,1
2-s2.0-85088104818,19,37,1,1
2-s2.0-85091890109,0,12,0,1
2-s2.0-85084403964,6,1,1,1
2-s2.0-85086693768,6,11,1,1
2-s2.0-85080891429,0,1,0,1
2-s2.0-85076884759,8,18,1,1
2-s2.0-85093365355,106,19,1,1
2-s2.0-85089418466,3,26,1,1
2-s2.0-85090950664,0,3,0,1
2-s2.0-85089285353,5,1,1,1
2-s2.0-85064744511,3,4,1,1
2-s2.0-85075736757,2,38,1,1
2-s2.0-85083002300,0,8,0,1
2-s2.0-85090574988,9,11,1,1
2-s2.0-85147600022,0,0,0,0
2-s2.0-85077839933,2,6,1,1
2-s2.0-85092705001,6,2,1,1
2-s2.0-85079618294,0,4,0,1
2-s2.0-85087423341,2,3,1,1
2-s2.0-85090267655,2,11,1,1
2-s2.0-85083008651,6,30,1,1
2-s2.0-85092094160,5,4,1,1
2-s2.0-85078224899,108,20,1,1
2-s2.0-85087685144,7,2,1,1
2-s2.0-85083970798,0,2,0,1
2-s2.0-85082549209,0,0,0,0
2-s2.0-85089501067,2,3,1,1
2-s2.0-85096695177,7,2,1,1
2-s2.0-85076684655,3,19,1,1
2-s2.0-85095700852,5,1,1,1
2-s2.0-85079322917,6,49,1,1
2-s2.0-85091462900,5,0,1,0
2-s2.0-85092259116,0,0,0,0
2-s2.0-85091612577,2,3,1,1
2-s2.0-85075078446,7,7,1,1
2-s2.0-85084552457,3,4,1,1
2-s2.0-85097646793,2,9,1,1
2-s2.0-85084480104,5,8,1,1
2-s2.0-85081718163,5,11,1,1
2-s2.0-85097891707,3,3,1,1
2-s2.0-85107337764,0,0,0,0
2-s2.0-85108521910,0,0,0,0
2-s2.0-85144104941,0,0,0,0
2-s2.0-85096502665,2,8,1,1
2-s2.0-85085532876,2,2,1,1
2-s2.0-85086023934,6,20,1,1
2-s2.0-85087110397,0,1,0,1
2-s2.0-85073807581,5,16,1,1
2-s2.0-85097762668,0,23,0,1
2-s2.0-85090292102,4,4,1,1
2-s2.0-85079848582,2,102,1,1
2-s2.0-85087000617,0,6,0,1
2-s2.0-85085338599,3,2,1,1
2-s2.0-85072398574,6,3,1,1
2-s2.0-85074257371,5,4,1,1
2-s2.0-85089810860,3,13,1,1
2-s2.0-85075425267,8,1,1,1
2-s2.0-85076613850,110,29,1,1
2-s2.0-85090843923,2,15,1,1
2-s2.0-85087019896,2,2,1,1
2-s2.0-85077494795,4,3,1,1
2-s2.0-85088856135,3,1,1,1
2-s2.0-85076505939,0,5,0,1
2-s2.0-85074644581,28,7,1,1
2-s2.0-85081745907,0,36,0,1
2-s2.0-85075468039,0,1,0,1
2-s2.0-85118795496,2,2,1,1
2-s2.0-85087477794,3,14,1,1
2-s2.0-85083661454,111,81,1,1
2-s2.0-85091404948,6,2,1,1
2-s2.0-85098774941,0,4,0,1
2-s2.0-85088376454,0,2,0,1
2-s2.0-85085898903,0,2,0,1
2-s2.0-85085275602,5,19,1,1
2-s2.0-85061900274,3,1,1,1
2-s2.0-85078884975,5,21,1,1
2-s2.0-85105961631,0,0,0,0
2-s2.0-85086394011,0,20,0,1
2-s2.0-85090230056,1,7,1,1
2-s2.0-85079462637,5,2,1,1
2-s2.0-85086655634,3,2,1,1
2-s2.0-85079641411,0,3,0,1
2-s2.0-85082082141,3,4,1,1
2-s2.0-85078032861,7,8,1,1
2-s2.0-85103481385,5,1,1,1
2-s2.0-85097170650,0,2,0,1
2-s2.0-85067029849,0,0,0,0
2-s2.0-85071776299,0,77,0,1
2-s2.0-85088163145,5,6,1,1
2-s2.0-85089216023,0,1,0,1
2-s2.0-85089720229,2,1,1,1
2-s2.0-85090359698,3,16,1,1
2-s2.0-85082534612,2,10,1,1
2-s2.0-85094809714,0,1,0,1
2-s2.0-85081210596,4,5,1,1
2-s2.0-85084495115,3,19,1,1
2-s2.0-85086097817,0,16,0,1
2-s2.0-85088584413,2,7,1,1
2-s2.0-85083205835,2,4,1,1
2-s2.0-85078132633,0,71,0,1
2-s2.0-85087590569,3,2,1,1
2-s2.0-85060333274,0,1,0,1
2-s2.0-85092720817,5,2,1,1
2-s2.0-85090119802,5,13,1,1
2-s2.0-85090111562,0,2,0,1
2-s2.0-85078835895,0,18,0,1
2-s2.0-85086333316,5,5,1,1
2-s2.0-85089183994,0,4,0,1
2-s2.0-85078878431,3,47,1,1
2-s2.0-85089654142,2,4,1,1
2-s2.0-85069879723,3,5,1,1
2-s2.0-85092105658,4,6,1,1
2-s2.0-85105606169,0,0,0,0
2-s2.0-85082762755,6,0,1,0
2-s2.0-85066633856,0,43,0,1
2-s2.0-85070224570,3,27,1,1
2-s2.0-85092889885,2,5,1,1
2-s2.0-85083386381,0,0,0,0
2-s2.0-85090408695,3,14,1,1
2-s2.0-85088857953,47,266,1,1
2-s2.0-85079000040,3,44,1,1
2-s2.0-85091767244,5,3,1,1
2-s2.0-85097223331,5,6,1,1
2-s2.0-85089128649,2,5,1,1
2-s2.0-85091404259,5,1,1,1
2-s2.0-85085909424,2,9,1,1
2-s2.0-85078151036,2,10,1,1
2-s2.0-85088251314,0,0,0,0
2-s2.0-85087072762,3,0,1,0
2-s2.0-85085988180,3,10,1,1
2-s2.0-85077429939,0,41,0,1
2-s2.0-85115670292,0,0,0,0
2-s2.0-85089445858,3,5,1,1
2-s2.0-85082146092,2,356,1,1
2-s2.0-85094932760,0,1,0,1
2-s2.0-85091210487,0,4,0,1
2-s2.0-85075015146,5,20,1,1
2-s2.0-85088879976,3,4,1,1
2-s2.0-85085621325,0,2,0,1
2-s2.0-85083443556,0,2,0,1
2-s2.0-85087972087,3,4,1,1
2-s2.0-85097332619,0,5,0,1
2-s2.0-85087343148,4,3,1,1
2-s2.0-85076863864,0,14,0,1
2-s2.0-85088566816,5,1,1,1
2-s2.0-85091844509,0,0,0,0
2-s2.0-85082145367,5,15,1,1
2-s2.0-85085375586,2,1,1,1
2-s2.0-85069744102,2,15,1,1
2-s2.0-85079061094,0,1,0,1
2-s2.0-85084359961,3,55,1,1
2-s2.0-85091704468,0,1,0,1
2-s2.0-85079875596,105,21,1,1
2-s2.0-85098070264,1,5,1,1
2-s2.0-85100152053,0,5,0,1
2-s2.0-85097092154,3,1,1,1
2-s2.0-85079014790,5,1,1,1
2-s2.0-85087743001,6,2,1,1
2-s2.0-85079716780,2,1,1,1
2-s2.0-85089836861,0,2,0,1
2-s2.0-85087342701,2,3,1,1
2-s2.0-85086692783,0,1,0,1
2-s2.0-85087768220,2,31,1,1
2-s2.0-85087587833,7,115,1,1
2-s2.0-85096844998,2,1,1,1
2-s2.0-85100769693,3,0,1,0
2-s2.0-85083515043,0,2,0,1
2-s2.0-85082508564,0,9,0,1
2-s2.0-85076455078,3,9,1,1
2-s2.0-85095844124,3,4,1,1
2-s2.0-85092567733,2,5,1,1
2-s2.0-85076249738,3,7,1,1
2-s2.0-85097026110,0,1,0,1
2-s2.0-85084918228,5,10,1,1
2-s2.0-85084151441,0,1,0,1
2-s2.0-85092331982,0,13,0,1
2-s2.0-85084599712,3,2,1,1
2-s2.0-85089882839,0,8,0,1
2-s2.0-85075854893,5,9,1,1
2-s2.0-85084041457,3,0,1,0
2-s2.0-85092931902,5,12,1,1
2-s2.0-85124922963,0,3,0,1
2-s2.0-85087769195,2,5,1,1
2-s2.0-85096649930,4,23,1,1
2-s2.0-85095457074,3,2,1,1
2-s2.0-85090219351,0,26,0,1
2-s2.0-85081736212,6,12,1,1
2-s2.0-85091141667,10,75,1,1
2-s2.0-85090650356,2,5,1,1
2-s2.0-85087419444,2,4,1,1
2-s2.0-85091275389,4,8,1,1
2-s2.0-85079361444,3,5,1,1
2-s2.0-85080991624,5,5,1,1
2-s2.0-85081627069,2,18,1,1
2-s2.0-85086717424,3,8,1,1
2-s2.0-85092649698,6,4,1,1
2-s2.0-85085157708,0,13,0,1
2-s2.0-85098829786,3,17,1,1
2-s2.0-85064315484,1,2,1,1
2-s2.0-85085879660,0,8,0,1
2-s2.0-85090110924,3,24,1,1
