Agency_Name,Country
"Directorate General of Higher Education, Research, and Technology",Indonesia
Direktion für Entwicklung und Zusammenarbeit,Switzerland
Discretionary Funds of the President of Akita University,Japan
DistinguishedYoungScholarsforHebeiProvinceofChina,China
District Chief of Environment and Sanitation,Thailand
Division for the Social Sciences,United States
Division of AIDS,United States
Division of Behavioral and Social Research,United States
Division of Cancer Prevention,United States
"Division of Cardiovascular Medicine, Department of Medicine, Faculty of Medicine, Chulalongkorn University",Thailand
"Division of Chemical Sciences, Geosciences and Biosciences",United States
"Division of Chemical Sciences, Geosciences, and Biosciences",United States
Division of Gastroenterology and Farncombe Family Digestive Health Research Institute,Canada
Division of Gastroenterology and Hepatology,United States
"Division of Gastroenterology, Faculty of Medicine Foundation",Thailand
"Division of Gastroenterology, Faculty of Medicine, Chulalongkorn UniversityWe",Thailand
Division of Global Emerging Infections Surveillance,United States
Division of Intramural Research,United States
"Division of Intramural Research, National Institute of Allergy and Infectious Diseases",The United States
"Division of Malaria Control, Ministry of Public Health and Sanitation",Kenya
Division of Materials Sciences and Engineering,United States
"Division of Maternal-Fetal Medicine, Department of Obstetrics and Gynecology, Faculty of Medicine, Chulalongkorn University",Thailand
Division of Microbiology and Infectious Diseases,Switzerland
Division of Pediatric Infectious Diseases,United States
"Division of Physical Science, Faculty of Science, Prince of Songkla University",Thailand
"Division of Pulmonary and Critical Care Medicine, Department of Medicine, Chulalongkorn University",Thailand
Division of Research Administration,United States
Division of Social and Economic Sciences,United States
Division of Undergraduate Education,The United States
Division of Water Resources Planning and Investigation for the South of Vietnam,Vietnam
DoD,United States
Doctor Kasem Pangsrivongse Foundation,Thailand
Doctoral Degree Chulalongkorn University,Thailand
"Doi Tung, Chiang Rai Province",Thailand
"Doi Tung, Chiang Rai province",Thailand
Dominican University,United States
Doris Duke Charitable Foundation,The United States
Doris Duke Charitable Foundation,United States
"Dow Chemical (Thailand), Ltd.",Thailand
Dow Chemical Company,United States
Dow Chemical Thailand Ltd,Thailand
Dr Surinda Kawichai,Thailand
Dr. Thiam Chokwatana Foundation,Thailand
Dr. Thiam Chokwatana foundation,Thailand
Dracula Technologies,France
Drug Discovery and Development Center,Thailand
Drug Resistant Tuberculosis Research Fund,Thailand
Drug Safety Monitoring Board,United States
"Drug and Cosmetic Excellence Center, School of Pharmacy",Thailand
Drug and Health Products Innovation Promotion Center,Thailand
Drum-mond Fund,United Kingdom
DuPont,United States
Dubowitz Neuromuscular Centre,United Kingdom
Duke Global Health Institute,United States
Duke University,United States
Dunaway Family Fund,United States
Durham University,United Kingdom
Dutch Arthritis Foundation,Netherlands
Dutch Heart Foundation,The Netherlands
Dutch Research Council,The Netherlands
Dutch Science Foundation,The Netherlands
DyeStar Thai Ltd,Thailand
Dynavax Technologies,United States
Dystonia Medical Research Foundation,United States
Dystonia society and Innovate UK,United Kingdom
EAACI,Switzerland
EAR,United States
EASL Consortium for Regenerative Hepatology,Switzerland
ECCS,United States
ECCU,Saint Kitts and Nevis
EDS,United States
EE-TFRC,Thailand
EGAT,Thailand
EHT,Thailand
EMBO,Germany
EMPIR,Germany
EMS Energy Institutes,United States
ENA,France
ENCON Fund,India
ENTEC,Thailand
EPS,France
EPSCoR,United States
EPSCoR/IDeA,United States
EPSRC,United Kingdom
EPSRC Centre for Doctoral Training in Condensed Matter Physics,United Kingdom
"EPSRC UK, Engineering and Physical Sciences Research Council",United Kingdom
ERC IUT,Estonia
ERC IUT,France
ERC PUT,Belgium
ERCP,Thailand
ERDF-FEDER,Spain
ERIC,United States
ERIC,Germany
ESA,United States
ESCO,Thailand
ESF Nachwuchsforscher-gruppe ‘‘E-PISA,Germany
ESRC,United Kingdom
ESTRO,Belgium
ETH Board,Switzerland
ETH Zurich,Switzerland
ETH Zürich,Switzerland
EU-India Platform for Social Sciences and Humanities,India
EUROHEADPAIN European Union FP7,Belgium
EVER Neuro Pharma,Austria
Early Nutrition eAcademy Southeast Asia,Thailand
East China Normal University,China
East Kalimantan,Indonesia
East Kalimantan Provincial Government,Indonesia
East Tennessee State University,United States
Eastern Economic Association conference,United States
"Eastern Sea Laem Chabang Terminal Co., Ltd.",Thailand
Eclipse Medical,United States
EcoTopia Science Institute,Thailand
Ecolab,United States
Ecole Polytechnique,France
Econometric Society,United States
Economic & Social Research Council,United Kingdom
Economic Science Association World Meeting,United States
Economic and Social Research Council,United Kingdom
Economic-Planning Unit,Malaysia
Economists for Peace & Security Panel,United States
Education Commission,Thailand
Education Department of Liaoning Province,China
Education Fund Management Institute,Indonesia
Education and Research Management Committee,Thailand
Educational Department of Liaoning Province,China
Edward & Yolanda Wong Fund,United States
Edward P. Evans Foundation,United States
Eesti Teadusagentuur,Estonia
Eesti Teadusagentuur–Estonian Research Council,Estonia
Efficacy and Mechanism Evaluation Programme,The United Kingdom
Egyptian Ministry of Higher Education to Islam Ateia,Egypt
Ehime University Hospital,Japan
Ehrenreich Foundation,United States
Eidgenössische Technische Hochschule Zürich,Switzerland
"Eikonnex AI Co., Ltd.",Thailand
Eisai,Japan
Eisai Co. Ltd.,Canada
Eisai and Taiho,Japan
Elaine Bowes (Kings College London,United Kingdom
Elanco Animal Health,United States
Elanco Animal Health (Spain) Limited,Spain
Electrical Engineering Chulalongkorn University,Thailand
Electrical Engineering Thai-French Research Center,Thailand
Electricity Generating Authority of Thailand,Thailand
Electro Medical Systems,Switzerland
Eli Lilly,United States
Eli Lilly and Sanofi,United States
Elite Asia Interpreters and Ifop-Asia,Thailand
Elsa U. Pardee Foundation,United States
Emerging Industries Research Institute,China
Emerging Infectious Disease Health Science Center,United States
Emerging Infectious Diseases Clinical Centre,Thailand
Emili Sagol Creative Arts Therapies Research Center,Israel
Emory's Laney Graduate School,United States
Emory’s Laney Graduate School,United States
Endeavour Australia Cheung Kong Fellowship,Australia
Endocrine Society,United States
Endocrine Society of Thailand,Thailand
Endocrinology Unit of the Maharaj Nakorn Chiang Mai Hospital,Thailand
Endowment Fund Chulalongkorn University,Thailand
Energimyndigheten,Sweden
Energy Conservation Fund,Thailand
Energy Conservation Promotion Fund,Thailand
Energy Conservation Promotion Fund Office,Thailand
Energy Frontier Research Center,United States
Energy Policy and Planning Office,Thailand
Energy Policy and Planning Office Ministry of Energy,Thailand
Energy Policy and Planning office,Thailand
Energy Regulatory Commission,Philippines
Energy Research Institute,Taiwan
Energy Storage Cluster of Chulalongkorn University and National Science and Technology Development,Thailand
"Energy and Environmental Engineering Center, Faculty of Engineering",Thailand
Engineering and Physical Science Research Council,United Kingdom
Engineering and Physical Sciences,United Kingdom
Engineering and Physical Sciences Research Council,United Kingdom
Engineering and Physical Sciences Research Council,The United Kingdom
Engineering and Physical Sciences Research Council EPSRC,United Kingdom
Eno Science Promotion Foundation,Japan
Eno Science Promotion Foundation and Energy Policy and Planning Office Ministry of Energy,Thailand
Entertainment Industry Foundation,United States
Entwicklung funktionaler Polymerfolien und Polymerbeschichtungen unter Verwendung von Lignin-Zwischenprodukten für innovative Anwendun-gen,Germany
Environment Research and Technology Development Fund,Japan
Environment and Meteorological Department,India
Environmental Analysis Center of GIST,South Korea
Environmental Conservation Department,United States
Environmental Conservation Forest Department,Thailand
Environmental Radioactivity Research Network Center,Thailand
Environmental Research Institute,Ireland
Environmental Research Institute,United States
Environmental Research Institute,China
Environmental Research Institute of Chulalongkorn University,Thailand
Environmental Research and Technology Development Fund,Japan
Environmental Restoration and Conservation Agency,Japan
Environmental Restoration and Conservation Agency of Japan,Japan
Environmental Restoration and Conservation Agency of Japan ‘Policy Design and Evaluation to Ensure Sustainable Consumption and Production Patterns in Asian Region,Japan
Enyo Pharma,France
EqUIP,United Kingdom
Equal Asia Foundation,Thailand
Erasmus MC Medical Library,Netherlands
Erasmus University Medical Center,The Netherlands
Erasmus University Medical Center Rotterdam,Netherlands
Erasmus+,Albania
Ernest Boninchi foundation,Switzerland
Estonian Research Council,Estonia
Eunice Kennedy,United States
Eunice Kennedy Shriver National Insti-tute of Child Health and Human Development,United States
Eunice Kennedy Shriver National Institute of Child Health and Human Development,United States
Eunice Shriver Kennedy National Insti-tute of Child Health and Human Development,United States
Eunice Shriver Kennedy National Institute of Child Health and Human Development,United States
European AIDS Treatment Network,European Union
European Academic University Network,Austria
European Accounting Association in Maastricht,Netherlands
European Allergy and Clinical Immunology Research Fellowship,Switzerland
