Agency_Name,Mapped_Name,Country
"College of Medicine, Qassim University","College of Medicine, Qassim University",Saudi Arabia
"College of Natural Resources and Sciences, Humboldt State University","College of Natural Resources and Sciences, Humboldt State University",United States
College of Polymer Science and Polymer Engineering National Polymer Innovation Center,College of Polymer Science and Polymer Engineering National Polymer Innovation Center,United Kingdom
College of Public Health,College of Public Health,The United States
College of Public Health Sciences,Thailand National Organization,Thailand
College of Public Health Sciences,College of Public Health,United States
College of Science SciRIS-II,College of Science SciRIS-II,United States
College of Science SciRIS‐II,College of Science SciRIS-II,United States
College of Tropical Agriculture and Human Resources,College of Tropical Agriculture and Human Resources,United States
College of Veterinary Medicine,College of Veterinary Medicine,United States
Collins Medical Trust,Collins Medical Trust,United States
Colorado Department of Public Health and Environment,Colorado Department of Public Health and Environment,The United States
Colorado State University,Colorado State University,United States
Colorado State University,Colorado State University,The United States
Colorado State University and BP Exploration Operating Company Ltd,Colorado State University,United States
Columbia Physicians & Surgeons,Columbia Physicians & Surgeons,United States
Columbia University,Columbia University,United States
Comisión Nacional de Investigación Científica y Tecnológica,Comisión Nacional de Investigación Científica y Tecnológica,Chile
Commissariat à l'Énergie Atomique et aux Énergies Alternatives,Commissariat à l'Énergie Atomique et aux Énergies Alternatives,France
Commissariat à l’Énergie Atom-ique et aux Énergies Alternatives,Commissariat à l’Énergie Atom-ique et aux Énergies Alternatives,France
Commissariat à l’Énergie Atomique et aux Énergies Alternatives,Commissariat à l'Énergie Atomique et aux Énergies Alternatives,France
Commission for Higher Education,Thailand National Organization,Thailand
"Commission for Higher Education, Thailand Ministry of Education",Thailand National Organization,Thailand
Commission of Higher Education,Thailand National Organization,Thailand
"Commission of Higher Education, Ministry of Higher Education, Science, Research and Innovation",Thailand National Organization,Thailand
Commission on Higher Education,Thailand National Organization,Thailand
Commission on Higher Education,Commission on Higher Education,Philippines
"Commission on Higher Education , Ministry of Education",Commission on Higher Education,Philippines
Commission on Higher Education and Thailand Research Fund,Thailand National Organization,Thailand
"Commission on Higher Education, Ministry of Education",Commission on Higher Education,Philippines
"Commission on Higher Education, Ministry of Education of Thailand",Thailand National Organization,Thailand
"Commission on Higher Education, Thailand",Thailand National Organization,Thailand
"Commission on Higher Education, Thailand Research Fund",Thailand National Organization,Thailand
Commission on Life Sciences,Commission on Life Sciences,United States
Commissioned Health and Medical Research Fund,Commissioned Health and Medical Research Fund,Australia
Commonwealth Scientific and Industrial Research Organisation,Commonwealth Scientific and Industrial Research Organisation,Australia
Community Support Board III,Community Support Board III,United States
Compagnia di San Paolo,Compagnia di San Paolo,Italy
Companion Animal Cancer Research Unit,Thailand National Organization,Thailand
Complementary Medicines Australia,Complementary Medicines Australia,Australia
"Comprehensive Cancer Center, University of Michigan","Comprehensive Cancer Center, University",The United States
Comprehensive International Program of Research on AIDS Network,Comprehensive International Program of Research on AIDS Network,United States
Comprehensive Local Research Network UK,Comprehensive Local Research Network UK,United Kingdom
Compute Canada,Compute Canada,Canada
Computer Science and Information Technology Department,Thailand National Organization,Thailand
Comunidad de Madrid,Comunidad de Madrid,Spain
Concept Foundation,Concept Foundation,United States
Concrete and Materials Testing Laboratory,Thailand National Organization,Thailand
Conductive and Electroactive Polymer Research Unit,Thailand National Organization,Thailand
Conquer Cancer Foundation,Conquer Cancer Foundation,United States
Conseil Européen pour la Recherche Nucléaire,Conseil Européen pour la Recherche Nucléaire,Switzerland
Conseil National de la Recherche Scientifique,Conseil National de la Recherche Scientifique,Lebanon
Conseil Régional de Bretagne,Conseil Régional de Bretagne,France
"Consejería de Educación, Juventud y Deporte of Comunidad de Madrid","Consejería de Educación, Juventud y Deporte of Comunidad de Madrid",Spain
Consejo Nacional de Ciencia Tecnología,Consejo Nacional de Ciencia Tecnología,Mexico
Consejo Nacional de Ciencia y Tecnolo-gía,Consejo Nacional de Ciencia y Tecnolo-gía,Mexico
Consejo Nacional de Ciencia y Tecnolog?a,Consejo Nacional de Ciencia y Tecnolog?a,Mexico
Consejo Nacional de Ciencia y Tecnología,Consejo Nacional de Ciencia Tecnología,Mexico
"Consejo Nacional de Innovación, Ciencia y Tecnología",Consejo Nacional de Ciencia Tecnología,Uruguay
Consejo Nacional de Investigaciones Científicas y Técnicas,Consejo Nacional de Investigaciones Científicas y Técnicas,Argentina
Conselho Nacional de Desenvolvimento Cient?fico e Tecnol?gico,Conselho Nacional de Desenvolvimento Cient?fico e Tecnol?gico,Brazil
Conselho Nacional de Desenvolvimento Científico e Tecnològico in Brazil,Conselho Nacional de Desenvolvimento Científico e Tecnològico in Brazil,Brazil
Conselho Nacional de Desenvolvimento Científico e Tecnológico,Conselho Nacional de Desenvolvimento Científico e Tecnológico,Brazil
Conselho Nacional de Pesquisa e Desenvolvimento,Conselho Nacional de Pesquisa e Desenvolvimento,Brazil
Consortium des Equipements de Calcul Intensif en Fédération Wallonie Bruxelles,Consortium des Equipements de Calcul Intensif en Fédération Wallonie Bruxelles,Belgium
Consorzio per la Fisica,Consorzio per la Fisica,Italy
"Construction Research Center, Universiti Teknologi Malaysia",Construction Research Center,Malaysia
Construction and Building Materials Research Center of King Mongkut's University of Technology North Bangkok,Construction and Building Materials Research Center of King Mongkut's University,Thailand
Convocatoria Ciencia Básica SEP-CONACyT,Convocatoria Ciencia Básica SEP-CONACyT,Mexico
Cooley's Anemia Foundation,Cooley's Anemia Foundation,United States
Cooperation Research Program of Primate Research Institute,Cooperation Research Program of Primate Research Institute,Japan
"Cooperation Research Program of the Wildlife Research Center, Kyoto University","Cooperation Research Program of the Wildlife Research Center, Kyoto University",Japan
Cooperation Research Programs of Wildlife Research Center,Cooperation Research Programs of Wildlife Research Center,Japan
Cooperative Research Centre,Cooperative Research Centre,Australia
Cooperative Research Centre for Mental Health,Cooperative Research Centre for Mental Health,Australia
Cooperative Research Program of “Network Joint Research Center for Materials and Devices,Cooperative Research Program of “Network Joint Research Center,Japan
Cooperative Research Programs of the Wildlife Research Center,Cooperative Research Programs of the Wildlife Research Center,United States
Cooperative Research Project of the Research Center for Biomedical Engineering,Cooperative Research Project of the Research Center,Japan
Coordenac¸ão de Aper-feic¸oamento de Pessoal de Nível Superior,Coordenac¸ão de Aper-feic¸oamento de Pessoal de Nível Superior,Brazil
Coordenac¸ão de Aperfeic¸oamento de Pessoal de Ńıvel Superior,Coordenac¸ão de Aperfeic¸oamento de Pessoal de Ńıvel Superior,Brazil
Coordenação de Aperfei-çoamento de Pessoal de Nível Superior,Coordenação de Aperfei-çoamento de Pessoal de Nível Superior,Brazil
Coordenação de Aperfeiçoamento de Pessoal de Nível Superior,Coordenação de Aperfeiçoamento de Pessoal de Nível Superior,Brazil
Coordinaci?n General Acad?mica e Innovaci?n,Coordinaci?n General Acad?mica e Innovaci?n,Mexico
Coordinación General Académica e Innovación,Coordinación General Académica e Innovación,Mexico
Coordinación General Académica of the Universidad de Guadalajara,Coordinación General Académica of the Universidad de Guadalajara,Mexico
Coordinación General Académica y de Innovación,Coordinación General Académica e Innovación,Mexico
Coordinación de la Investigación Científica de la Universidad Michoacana,Coordinación de la Investigación Científica de la Universidad Michoacana,Mexico
Coordinating Center for Thai Government Science and Technology,Coordinating Center,Thailand
Coordination for The Improvement of Higher Level of Education,Coordination for The Improvement of Higher Level of Education,Brazil
Coordination for the Improvement of Higher Education Personnel,Coordination for the Improvement of Higher Education Personnel,Brazil
Coordination for the Improvement of Higher Level of Education Personnel,Coordination for The Improvement of Higher Level of Education,Brazil
Copenhagen Business School,Copenhagen Business School,Denmark
Copenhagen University,Copenhagen University,Denmark
Cordaid Netherlands,Cordaid Netherlands,Netherlands
Core,CORE,United States
Core Research Cluster of Disaster Science in Tohoku University,Core Research Cluster of Disaster Science in Tohoku University,Japan
Core Research for Evolutional Science and Technology,Core Research for Evolutional Science and Technology,Japan
Cornell Society for the Humanities,Cornell Society for the Humanities,United States
Cornell University,Cornell University,United States
"Cosmeceutical Research, Development and Testing Center","Cosmeceutical Research, Development and Testing Center",Thailand
"Cosmeceutical Research, Development and Testing Centre","Cosmeceutical Research, Development and Testing Center",Thailand
Cosmetic Surgery Foundation,Cosmetic Surgery Foundation,The United States
Cosmetology Research Foundation,Cosmetology Research Foundation,Japan
"Cosmos Technical Center Co., Ltd.",Cosmos Technical Center,Thailand
Costa Rica Institute of Technology,Costa Rica Institute,Costa Rica
Council for International Organizations of Medical Sciences,Council for International Organization,Switzerland
Council for Science and Technology Policy,Council for Science and Technology Policy,Japan
"Council for Science, Technology and Innovation","Council for Science, Technology and Innovation",Japan
"Council for Science, Technology, and Innovation","Council for Science, Technology and Innovation",Japan
Council for Scientific and Industrial Research,Council for Scientific and Industrial Research,South Africa
Council of Higher Education 100/2000,Council of Higher Education 100/2000,Turkey
Council of Science and Industrial Research,Council of Science and Industrial Research,India
Council of Science and Industrial Research,Council of Science and Industrial Research,South Korea
