,Eid,Funding_Count,Has_Funding,Has_Cite-By,Subtype,Publish_year,Publish_month,Cite-By_Count
5324,2-s2.0-85063605347,2,1,1,Article,2019.0,5.0,19.0
5325,2-s2.0-85060091264,0,0,1,Article,2019.0,1.0,2.0
5326,2-s2.0-85055860374,4,1,1,Article,2019.0,2.0,53.0
5327,2-s2.0-85071710905,7,1,1,Article,2019.0,9.0,22.0
5328,2-s2.0-85072208968,0,0,1,Article,2019.0,12.0,52.0
5329,2-s2.0-85075599136,6,1,1,Article,2019.0,11.0,14.0
5330,2-s2.0-85068656333,4,1,1,Article,2019.0,10.0,9.0
5331,2-s2.0-85047934562,1,1,1,Article,2019.0,2.0,15.0
5332,2-s2.0-85058454362,4,1,1,Article,2019.0,4.0,49.0
5333,2-s2.0-85069052281,0,0,1,Article,2019.0,7.0,32.0
5334,2-s2.0-85057785968,0,0,1,Article,2019.0,4.0,1.0
5335,2-s2.0-85072295445,6,1,1,Article,2019.0,9.0,30.0
5336,2-s2.0-85067933135,4,1,0,Article,2019.0,3.0,0.0
5337,2-s2.0-85075777894,9,1,1,Article,2019.0,12.0,39.0
5338,2-s2.0-85056615781,5,1,1,Article,2019.0,2.0,5.0
5339,2-s2.0-85074378454,3,1,1,Article,2019.0,11.0,15.0
5340,2-s2.0-85065957176,1,1,1,Article,2019.0,4.0,2.0
5341,2-s2.0-85060196538,5,1,1,Article,2019.0,1.0,52.0
5342,2-s2.0-85062777227,3,1,1,Article,2019.0,7.0,5.0
5343,2-s2.0-85059503581,0,0,1,Article,2019.0,1.0,33.0
5344,2-s2.0-85054090216,1,1,1,Article,2019.0,1.0,6.0
5345,2-s2.0-85051672867,5,1,1,Article,2019.0,2.0,6.0
5346,2-s2.0-85069676962,6,1,0,Article,2019.0,10.0,1.0
5347,2-s2.0-85071241800,2,1,1,Article,2019.0,12.0,6.0
5348,2-s2.0-85065227130,6,1,1,Article,2019.0,3.0,6.0
5349,2-s2.0-85072702480,3,1,0,Article,2019.0,9.0,0.0
5350,2-s2.0-85061101954,3,1,1,Article,2019.0,2.0,11.0
5351,2-s2.0-85048024714,0,0,1,Article,2019.0,5.0,44.0
5352,2-s2.0-85060939471,4,1,1,Article,2019.0,2.0,15.0
5353,2-s2.0-85066508614,4,1,1,Article,2019.0,9.0,36.0
5354,2-s2.0-85067679501,0,0,1,Article,2019.0,12.0,9.0
5355,2-s2.0-85057738318,0,0,0,Article,2019.0,3.0,1.0
5356,2-s2.0-85072656884,5,1,1,Article,2019.0,10.0,6.0
5357,2-s2.0-85068000894,5,1,1,Article,2019.0,7.0,47.0
5358,2-s2.0-85071170384,3,1,0,Article,2019.0,5.0,1.0
5359,2-s2.0-85065527625,3,1,1,Article,2019.0,8.0,79.0
5360,2-s2.0-85061188766,0,0,1,Article,2019.0,5.0,26.0
5361,2-s2.0-85070392094,3,1,1,Article,2019.0,7.0,2.0
5362,2-s2.0-85069604963,5,1,1,Article,2019.0,11.0,25.0
5363,2-s2.0-85063424717,105,1,1,Article,2019.0,3.0,8.0
5365,2-s2.0-85067418189,3,1,1,Article,2019.0,11.0,76.0
5366,2-s2.0-85059954764,2,1,1,Article,2019.0,5.0,3.0
5367,2-s2.0-85073321185,3,1,1,Article,2019.0,7.0,9.0
5368,2-s2.0-85060150802,1,1,1,Article,2019.0,5.0,20.0
5369,2-s2.0-85072675962,2,1,1,Article,2019.0,12.0,3.0
5370,2-s2.0-85063576577,2,1,1,Article,2019.0,4.0,12.0
5371,2-s2.0-85069590379,6,1,1,Article,2019.0,8.0,3.0
5372,2-s2.0-85060928282,2,1,1,Article,2019.0,1.0,23.0
5373,2-s2.0-85050527218,0,0,1,Article,2019.0,12.0,6.0
5374,2-s2.0-85077630871,5,1,1,Article,2019.0,12.0,9.0
5375,2-s2.0-85073178758,4,1,1,Article,2019.0,11.0,44.0
5376,2-s2.0-85052727938,2,1,1,Article,2019.0,6.0,8.0
5377,2-s2.0-85064662957,2,1,1,Article,2019.0,4.0,2.0
5378,2-s2.0-85061080981,103,1,1,Article,2019.0,1.0,18.0
5379,2-s2.0-85065012302,0,0,1,Article,2019.0,5.0,7.0
5380,2-s2.0-85072144865,0,0,1,Article,2019.0,7.0,4.0
5381,2-s2.0-85070265460,2,1,1,Article,2019.0,11.0,50.0
5382,2-s2.0-85064215214,0,0,1,Article,2019.0,3.0,1.0
5383,2-s2.0-85071921659,4,1,1,Article,2019.0,9.0,3.0
5384,2-s2.0-85070826539,1,1,1,Article,2019.0,12.0,37.0
5385,2-s2.0-85061034562,0,0,1,Article,2019.0,3.0,9.0
5386,2-s2.0-85073594166,0,0,1,Article,2019.0,10.0,9.0
5387,2-s2.0-85068115256,2,1,1,Article,2019.0,8.0,15.0
5388,2-s2.0-85091972581,4,1,1,Article,2019.0,10.0,4.0
5389,2-s2.0-85054016973,2,1,1,Article,2019.0,1.0,178.0
5390,2-s2.0-85068347287,0,0,1,Article,2019.0,6.0,1.0
5391,2-s2.0-85062699245,1,1,1,Article,2019.0,9.0,19.0
5392,2-s2.0-85063795211,0,0,1,Article,2019.0,3.0,8.0
5393,2-s2.0-85069746090,6,1,1,Article,2019.0,8.0,4.0
5394,2-s2.0-85075620926,6,1,1,Article,2019.0,1.0,5.0
5395,2-s2.0-85074349487,4,1,1,Article,2019.0,12.0,2.0
5396,2-s2.0-85062629289,99,1,1,Article,2019.0,2.0,79.0
5397,2-s2.0-85066251209,4,1,1,Article,2019.0,9.0,40.0
5398,2-s2.0-85063902132,105,1,1,Article,2019.0,3.0,68.0
5399,2-s2.0-85071681094,3,1,0,Article,2019.0,7.0,0.0
5400,2-s2.0-85066045697,103,1,1,Article,2019.0,5.0,423.0
5401,2-s2.0-85066110560,0,0,1,Article,2019.0,8.0,15.0
5402,2-s2.0-85055682516,0,0,1,Article,2019.0,1.0,7.0
5403,2-s2.0-85065674940,5,1,1,Article,2019.0,5.0,5.0
5404,2-s2.0-85073832249,2,1,1,Article,2019.0,10.0,2.0
5405,2-s2.0-85058674994,3,1,1,Article,2019.0,3.0,10.0
5406,2-s2.0-85068902390,5,1,1,Article,2019.0,12.0,9.0
5407,2-s2.0-85073761982,2,1,1,Article,2019.0,6.0,9.0
5408,2-s2.0-85062771818,5,1,1,Article,2019.0,11.0,44.0
5409,2-s2.0-85077084700,0,0,1,Article,2019.0,12.0,51.0
5410,2-s2.0-85073994873,3,1,1,Article,2019.0,12.0,32.0
5411,2-s2.0-85069662735,4,1,1,Article,2019.0,11.0,28.0
5412,2-s2.0-85063044494,2,1,0,Article,2019.0,1.0,0.0
5413,2-s2.0-85063804234,3,1,1,Article,2019.0,4.0,31.0
5414,2-s2.0-85063303409,0,0,1,Article,2019.0,3.0,16.0
5415,2-s2.0-85068485265,4,1,1,Article,2019.0,6.0,8.0
5416,2-s2.0-85056221273,8,1,1,Article,2019.0,5.0,11.0
5417,2-s2.0-85084037967,0,0,1,Article,2019.0,7.0,6.0
5418,2-s2.0-85074626556,5,1,1,Article,2019.0,11.0,23.0
5419,2-s2.0-85069852030,8,1,0,Article,2019.0,1.0,0.0
5420,2-s2.0-85072682057,0,0,1,Article,2019.0,9.0,9.0
5421,2-s2.0-85109269256,6,1,1,Article,2019.0,3.0,3.0
5422,2-s2.0-85073701088,1,1,1,Article,2019.0,12.0,11.0
5423,2-s2.0-85070664574,0,0,0,Article,2019.0,10.0,1.0
5424,2-s2.0-85061939984,6,1,1,Article,2019.0,2.0,79.0
5425,2-s2.0-85072103422,104,1,1,Article,2019.0,5.0,29.0
5426,2-s2.0-85047344776,2,1,1,Article,2019.0,8.0,14.0
5427,2-s2.0-85074707394,4,1,1,Article,2019.0,12.0,13.0
5428,2-s2.0-85051742323,5,1,1,Article,2019.0,1.0,20.0
5429,2-s2.0-85070561580,2,1,1,Article,2019.0,8.0,50.0
5430,2-s2.0-85063073641,2,1,1,Article,2019.0,4.0,8.0
5431,2-s2.0-85069669086,7,1,1,Article,2019.0,9.0,76.0
5432,2-s2.0-85060830813,10,1,1,Article,2019.0,1.0,21.0
5433,2-s2.0-85060517190,6,1,1,Article,2019.0,6.0,67.0
5434,2-s2.0-85058947277,2,1,1,Article,2019.0,2.0,29.0
5435,2-s2.0-85074489992,5,1,1,Article,2019.0,10.0,21.0
5436,2-s2.0-85061838070,2,1,1,Article,2019.0,3.0,28.0
5437,2-s2.0-85090354015,5,1,0,Article,2019.0,1.0,0.0
5438,2-s2.0-85063812357,0,0,1,Article,2019.0,12.0,20.0
5439,2-s2.0-85072774761,10,1,1,Article,2019.0,10.0,7.0
5440,2-s2.0-85067623710,4,1,0,Article,2019.0,7.0,2.0
5441,2-s2.0-85071334827,4,1,1,Article,2019.0,5.0,2.0
5442,2-s2.0-85061312550,4,1,1,Article,2019.0,8.0,24.0
5443,2-s2.0-85058887275,11,1,1,Article,2019.0,1.0,50.0
5444,2-s2.0-85067216416,3,1,1,Article,2019.0,5.0,7.0
5445,2-s2.0-85075947794,2,1,1,Article,2019.0,11.0,3.0
5446,2-s2.0-85068866765,0,0,1,Article,2019.0,6.0,2.0
5447,2-s2.0-85066460744,6,1,1,Article,2019.0,8.0,8.0
5448,2-s2.0-85071932253,3,1,1,Article,2019.0,11.0,5.0
5449,2-s2.0-85052922964,0,0,1,Article,2019.0,1.0,21.0
5450,2-s2.0-85077391071,3,1,1,Article,2019.0,12.0,49.0
5451,2-s2.0-85061186683,96,1,1,Article,2019.0,2.0,14.0
5452,2-s2.0-85074694662,0,0,1,Article,2019.0,10.0,1.0
5453,2-s2.0-85075992522,3,1,1,Article,2019.0,12.0,28.0
5454,2-s2.0-85068792192,3,1,1,Article,2019.0,6.0,21.0
5455,2-s2.0-85066267842,5,1,1,Article,2019.0,9.0,11.0
5456,2-s2.0-85042141394,2,1,1,Article,2019.0,4.0,36.0
5457,2-s2.0-85053504686,2,1,1,Article,2019.0,1.0,6.0
5458,2-s2.0-85061674884,4,1,1,Article,2019.0,4.0,5.0
5459,2-s2.0-85066853018,4,1,0,Article,2019.0,3.0,0.0
5460,2-s2.0-85066811100,3,1,1,Article,2019.0,10.0,17.0
5461,2-s2.0-85061512111,0,0,1,Article,2019.0,2.0,132.0
5462,2-s2.0-85071199713,94,1,1,Article,2019.0,7.0,45.0
5463,2-s2.0-85074853228,6,1,1,Article,2019.0,12.0,8.0
5464,2-s2.0-85074245632,5,1,1,Article,2019.0,11.0,60.0
5465,2-s2.0-85065789606,4,1,1,Article,2019.0,4.0,15.0
5466,2-s2.0-85066099828,3,1,1,Article,2019.0,7.0,12.0
5467,2-s2.0-85071743784,0,0,1,Article,2019.0,9.0,12.0
5468,2-s2.0-85060065951,6,1,1,Article,2019.0,4.0,14.0
5469,2-s2.0-85085664117,6,1,1,Article,2019.0,12.0,2.0
5470,2-s2.0-85090530873,5,1,1,Article,2019.0,10.0,10.0
5471,2-s2.0-85052377391,2,1,1,Article,2019.0,2.0,30.0
5472,2-s2.0-85070929836,3,1,1,Article,2019.0,12.0,26.0
5473,2-s2.0-85068982883,4,1,1,Article,2019.0,10.0,27.0
5474,2-s2.0-85062046983,3,1,1,Article,2019.0,5.0,10.0
5475,2-s2.0-85064874696,2,1,1,Article,2019.0,4.0,7.0
5476,2-s2.0-85069329472,9,1,1,Article,2019.0,7.0,40.0
5477,2-s2.0-85061133638,5,1,1,Article,2019.0,2.0,8.0
5478,2-s2.0-85067229303,3,1,1,Article,2019.0,10.0,14.0
5479,2-s2.0-85064431064,6,1,1,Article,2019.0,7.0,38.0
5480,2-s2.0-85066083374,0,0,1,Article,2019.0,4.0,6.0
5481,2-s2.0-85074765094,104,1,1,Article,2019.0,11.0,11.0
5482,2-s2.0-85056200937,4,1,1,Article,2019.0,2.0,15.0
5483,2-s2.0-85076381651,4,1,1,Article,2019.0,12.0,19.0
5484,2-s2.0-85053064170,6,1,1,Article,2019.0,2.0,24.0
5485,2-s2.0-85085637962,5,1,1,Article,2019.0,12.0,1.0
5486,2-s2.0-85064677022,5,1,1,Article,2019.0,6.0,5.0
5487,2-s2.0-85061980543,2,1,1,Article,2019.0,4.0,5.0
5488,2-s2.0-85068624450,0,0,1,Article,2019.0,7.0,9.0
5489,2-s2.0-85062214091,0,0,1,Article,2019.0,3.0,5.0
5490,2-s2.0-85072140908,5,1,1,Article,2019.0,9.0,2.0
5491,2-s2.0-85063635027,6,1,1,Article,2019.0,12.0,32.0
5492,2-s2.0-85063199426,103,1,1,Article,2019.0,3.0,16.0
5493,2-s2.0-85017461017,2,1,1,Article,2019.0,1.0,4.0
5494,2-s2.0-85071276825,0,0,1,Article,2019.0,11.0,54.0
5495,2-s2.0-85051428220,5,1,1,Article,2019.0,4.0,33.0
5496,2-s2.0-85063575626,2,1,1,Article,2019.0,3.0,25.0
5497,2-s2.0-85067014462,5,1,1,Article,2019.0,9.0,17.0
5498,2-s2.0-85069319703,0,0,1,Article,2019.0,6.0,6.0
5499,2-s2.0-85076354183,5,1,1,Article,2019.0,12.0,9.0
5500,2-s2.0-85094114199,0,0,0,Article,2020.0,9.0,2.0
5501,2-s2.0-85071382056,1,1,1,Article,2020.0,3.0,28.0
5502,2-s2.0-85089805611,0,0,0,Article,2020.0,4.0,0.0
5503,2-s2.0-85085123452,0,0,1,Article,2020.0,8.0,10.0
5504,2-s2.0-85071284324,2,1,1,Article,2020.0,6.0,3.0
5505,2-s2.0-85090044123,5,1,1,Article,2020.0,2.0,43.0
5506,2-s2.0-85086317780,7,1,1,Article,2020.0,12.0,10.0
5507,2-s2.0-85082114045,11,1,1,Article,2020.0,6.0,15.0
5508,2-s2.0-85090907363,2,1,1,Article,2020.0,9.0,7.0
5509,2-s2.0-85095769121,5,1,1,Article,2020.0,11.0,25.0
5510,2-s2.0-85089252647,0,0,1,Article,2020.0,11.0,16.0
5511,2-s2.0-85078550303,2,1,1,Article,2020.0,1.0,9.0
5512,2-s2.0-85096432465,5,1,1,Article,2020.0,12.0,13.0
5513,2-s2.0-85101903734,2,1,1,Article,2020.0,7.0,3.0
5515,2-s2.0-85085528510,4,1,1,Article,2020.0,5.0,7.0
5516,2-s2.0-85090553570,5,1,0,Article,2020.0,9.0,1.0
5517,2-s2.0-85084894884,0,0,1,Article,2020.0,6.0,5.0
5518,2-s2.0-85090060783,3,1,1,Article,2020.0,11.0,11.0
5519,2-s2.0-85089492646,0,0,1,Article,2020.0,10.0,1.0
5520,2-s2.0-85079230198,0,0,1,Article,2020.0,4.0,3.0
5521,2-s2.0-85092709391,6,1,1,Article,2020.0,10.0,44.0
5522,2-s2.0-85096308834,12,1,1,Article,2020.0,11.0,15.0
5523,2-s2.0-85078741831,0,0,1,Article,2020.0,2.0,13.0
5524,2-s2.0-85088485920,5,1,1,Article,2020.0,8.0,29.0
5525,2-s2.0-85090251026,2,1,1,Article,2020.0,8.0,9.0
5526,2-s2.0-85086008016,0,0,1,Article,2020.0,6.0,10.0
5527,2-s2.0-85097680002,2,1,1,Article,2020.0,12.0,3.0
5528,2-s2.0-85085288929,2,1,1,Article,2020.0,11.0,85.0
5529,2-s2.0-85065720311,0,0,1,Article,2020.0,1.0,6.0
5530,2-s2.0-85078049766,2,1,1,Article,2020.0,6.0,4.0
5531,2-s2.0-85088893470,3,1,1,Article,2020.0,9.0,35.0
5532,2-s2.0-85078260806,5,1,1,Article,2020.0,8.0,15.0
5533,2-s2.0-85076978074,6,1,1,Article,2020.0,5.0,15.0
5534,2-s2.0-85084801638,3,1,1,Article,2020.0,9.0,29.0
5535,2-s2.0-85088515805,5,1,1,Article,2020.0,7.0,19.0
5536,2-s2.0-85071272571,0,0,1,Article,2020.0,1.0,66.0
5537,2-s2.0-85107816627,1,1,1,Article,2020.0,3.0,22.0
5538,2-s2.0-85097310758,10,1,1,Article,2020.0,12.0,25.0
5539,2-s2.0-85080137917,4,1,1,Article,2020.0,11.0,140.0
5540,2-s2.0-85078770744,3,1,1,Article,2020.0,3.0,6.0
5541,2-s2.0-85096187432,2,1,1,Article,2020.0,11.0,6.0
5542,2-s2.0-85083007243,3,1,1,Article,2020.0,4.0,12.0
5543,2-s2.0-85084563306,5,1,1,Article,2020.0,6.0,10.0
5544,2-s2.0-85091788205,0,0,1,Article,2020.0,8.0,6.0
5545,2-s2.0-85077910120,0,0,1,Article,2020.0,2.0,39.0
5546,2-s2.0-85091922725,3,1,1,Article,2020.0,10.0,50.0
5547,2-s2.0-85080070071,9,1,1,Article,2020.0,4.0,8.0
5548,2-s2.0-85081665123,7,1,1,Article,2020.0,8.0,23.0
5549,2-s2.0-85071442614,6,1,1,Article,2020.0,6.0,6.0
5550,2-s2.0-85046082672,0,0,1,Article,2020.0,1.0,1.0
5551,2-s2.0-85100125693,0,0,0,Article,2020.0,11.0,0.0
5552,2-s2.0-85097754956,2,1,1,Article,2020.0,12.0,6.0
5553,2-s2.0-85079590137,17,1,1,Article,2020.0,3.0,100.0
5554,2-s2.0-85059188849,2,1,1,Article,2020.0,11.0,1.0
5555,2-s2.0-85097595495,2,1,1,Article,2020.0,12.0,5.0
5556,2-s2.0-85088851884,0,0,0,Article,2020.0,7.0,1.0
5557,2-s2.0-85076439333,5,1,1,Article,2020.0,5.0,15.0
5558,2-s2.0-85083788170,2,1,1,Article,2020.0,8.0,90.0
5559,2-s2.0-85075835717,2,1,1,Article,2020.0,3.0,36.0
5560,2-s2.0-85090991496,8,1,1,Article,2020.0,9.0,58.0
5561,2-s2.0-85084976715,4,1,1,Article,2020.0,12.0,7.0
5562,2-s2.0-85091875857,3,1,1,Article,2020.0,1.0,12.0
5563,2-s2.0-85079731281,2,1,1,Article,2020.0,10.0,16.0
5564,2-s2.0-85066870360,0,0,1,Article,2020.0,2.0,18.0
5565,2-s2.0-85097618338,108,1,1,Article,2020.0,11.0,32.0
5566,2-s2.0-85086369711,7,1,1,Article,2020.0,6.0,27.0
5567,2-s2.0-85085125219,0,0,1,Article,2020.0,8.0,4.0
5568,2-s2.0-85097796061,8,1,1,Article,2020.0,12.0,39.0
5569,2-s2.0-85080991473,107,1,1,Article,2020.0,3.0,31.0
5570,2-s2.0-85096708547,0,0,1,Article,2020.0,11.0,8.0
5571,2-s2.0-85097404581,5,1,0,Article,2020.0,9.0,1.0
5572,2-s2.0-85085963947,0,0,0,Article,2020.0,5.0,0.0
5573,2-s2.0-85077325936,108,1,1,Article,2020.0,1.0,254.0
5574,2-s2.0-85074718108,2,1,1,Article,2020.0,1.0,19.0
5575,2-s2.0-85091259600,5,1,1,Article,2020.0,7.0,8.0
5576,2-s2.0-85095432734,3,1,1,Article,2020.0,12.0,21.0
5577,2-s2.0-85081975427,2,1,1,Article,2020.0,3.0,23.0
5578,2-s2.0-85089729033,4,1,1,Article,2020.0,11.0,11.0
5580,2-s2.0-85082413535,8,1,1,Article,2020.0,5.0,36.0
5581,2-s2.0-85106181034,5,1,1,Article,2020.0,11.0,6.0
5582,2-s2.0-85089953944,0,0,0,Article,2020.0,8.0,0.0
5583,2-s2.0-85086939613,5,1,0,Article,2020.0,6.0,0.0
5584,2-s2.0-85089887512,5,1,1,Article,2020.0,8.0,14.0
5585,2-s2.0-85082549235,4,1,1,Article,2020.0,7.0,21.0
5586,2-s2.0-85094871572,4,1,1,Article,2020.0,10.0,21.0
5587,2-s2.0-85085985051,0,0,1,Article,2020.0,4.0,12.0
5588,2-s2.0-85074731195,2,1,1,Article,2020.0,2.0,194.0
5589,2-s2.0-85091722293,13,1,1,Article,2020.0,12.0,28.0
5590,2-s2.0-85073028704,47,1,1,Article,2020.0,1.0,131.0
5591,2-s2.0-85086325881,0,0,1,Article,2020.0,9.0,3.0
5592,2-s2.0-85092642393,0,0,1,Article,2020.0,5.0,1.0
5593,2-s2.0-85098487058,2,1,1,Article,2020.0,12.0,2.0
5594,2-s2.0-85089274620,3,1,1,Article,2020.0,10.0,19.0
5595,2-s2.0-85073939493,5,1,1,Article,2020.0,2.0,1.0
5596,2-s2.0-85086913311,0,0,1,Article,2020.0,7.0,30.0
5597,2-s2.0-85087587268,5,1,1,Article,2020.0,9.0,9.0
5598,2-s2.0-85079469203,4,1,1,Article,2020.0,1.0,5.0
5599,2-s2.0-85087033200,5,1,1,Article,2020.0,8.0,12.0
5600,2-s2.0-85080104949,14,1,1,Article,2020.0,2.0,3.0
5601,2-s2.0-85079799326,2,1,1,Article,2020.0,12.0,56.0
5602,2-s2.0-85087722050,0,0,1,Article,2020.0,10.0,8.0
5603,2-s2.0-85084065962,3,1,1,Article,2020.0,4.0,47.0
5604,2-s2.0-85037702187,0,0,1,Article,2020.0,2.0,9.0
5605,2-s2.0-85089190082,2,1,1,Article,2020.0,12.0,4.0
5606,2-s2.0-85088094860,4,1,1,Article,2020.0,10.0,25.0
5607,2-s2.0-85082429642,2,1,1,Article,2020.0,4.0,4.0
5608,2-s2.0-85061919785,4,1,1,Article,2020.0,7.0,5.0
5609,2-s2.0-85083356061,2,1,1,Article,2020.0,9.0,18.0
5610,2-s2.0-85086702707,7,1,1,Article,2020.0,11.0,28.0
5611,2-s2.0-85091975971,6,1,1,Article,2020.0,11.0,11.0
5612,2-s2.0-85092799266,2,1,1,Article,2020.0,12.0,20.0
5613,2-s2.0-85076252814,3,1,1,Article,2020.0,1.0,16.0
5614,2-s2.0-85081929690,3,1,1,Article,2020.0,7.0,3.0
5615,2-s2.0-85084385394,2,1,1,Article,2020.0,5.0,8.0
5616,2-s2.0-85078603389,3,1,1,Article,2020.0,1.0,32.0
5617,2-s2.0-85091428716,2,1,1,Article,2020.0,9.0,14.0
5618,2-s2.0-85083546390,2,1,1,Article,2020.0,5.0,11.0
5619,2-s2.0-85078350967,5,1,1,Article,2020.0,1.0,27.0
5620,2-s2.0-85092191826,3,1,1,Article,2020.0,12.0,21.0
5621,2-s2.0-85078900629,2,1,1,Article,2020.0,4.0,22.0
5622,2-s2.0-85079414035,4,1,1,Article,2020.0,2.0,89.0
5623,2-s2.0-85086378179,0,0,0,Article,2020.0,10.0,0.0
5624,2-s2.0-85083186457,9,1,1,Article,2020.0,12.0,9.0
5625,2-s2.0-85091890109,0,0,1,Article,2020.0,6.0,16.0
5626,2-s2.0-85084403964,6,1,1,Article,2020.0,9.0,2.0
5627,2-s2.0-85086693768,6,1,1,Article,2020.0,6.0,24.0
5628,2-s2.0-85076884759,8,1,1,Article,2020.0,4.0,24.0
5629,2-s2.0-85093365355,106,1,1,Article,2020.0,10.0,27.0
5630,2-s2.0-85089418466,3,1,1,Article,2020.0,12.0,44.0
5631,2-s2.0-85064744511,3,1,1,Article,2020.0,7.0,6.0
5632,2-s2.0-85083002300,0,0,1,Article,2020.0,3.0,12.0
5633,2-s2.0-85077839933,2,1,1,Article,2020.0,4.0,6.0
5634,2-s2.0-85092705001,6,1,1,Article,2020.0,12.0,2.0
5635,2-s2.0-85087423341,2,1,1,Article,2020.0,1.0,6.0
5636,2-s2.0-85090267655,2,1,1,Article,2020.0,9.0,15.0
5637,2-s2.0-85083008651,6,1,1,Article,2020.0,5.0,46.0
5638,2-s2.0-85092094160,5,1,1,Article,2020.0,9.0,4.0
5639,2-s2.0-85078224899,108,1,1,Article,2020.0,1.0,26.0
5640,2-s2.0-85087685144,7,1,1,Article,2020.0,6.0,6.0
5641,2-s2.0-85082549209,0,0,0,Article,2020.0,1.0,2.0
5642,2-s2.0-85089501067,2,1,1,Article,2020.0,8.0,4.0
5643,2-s2.0-85096695177,7,1,1,Article,2020.0,11.0,4.0
5644,2-s2.0-85076684655,3,1,1,Article,2020.0,2.0,22.0
5645,2-s2.0-85079322917,6,1,1,Article,2020.0,5.0,73.0
5646,2-s2.0-85091462900,5,1,0,Article,2020.0,10.0,0.0
5647,2-s2.0-85091612577,2,1,1,Article,2020.0,12.0,4.0
5648,2-s2.0-85075078446,7,1,1,Article,2020.0,2.0,14.0
5649,2-s2.0-85084552457,3,1,1,Article,2020.0,4.0,5.0
5650,2-s2.0-85097646793,2,1,1,Article,2020.0,10.0,13.0
5651,2-s2.0-85084480104,5,1,1,Article,2020.0,7.0,10.0
5652,2-s2.0-85081718163,5,1,1,Article,2020.0,8.0,17.0
5653,2-s2.0-85097891707,3,1,1,Article,2020.0,12.0,5.0
5654,2-s2.0-85096502665,2,1,1,Article,2020.0,12.0,11.0
5655,2-s2.0-85085532876,2,1,1,Article,2020.0,5.0,3.0
5656,2-s2.0-85086023934,6,1,1,Article,2020.0,9.0,28.0
5657,2-s2.0-85073807581,5,1,1,Article,2020.0,1.0,26.0
5658,2-s2.0-85097762668,0,0,1,Article,2020.0,5.0,43.0
5659,2-s2.0-85085338599,3,1,1,Article,2020.0,7.0,6.0
5660,2-s2.0-85072398574,6,1,1,Article,2020.0,2.0,5.0
5661,2-s2.0-85089810860,3,1,1,Article,2020.0,10.0,22.0
5662,2-s2.0-85075425267,8,1,1,Article,2020.0,4.0,3.0
5663,2-s2.0-85076613850,110,1,1,Article,2020.0,1.0,33.0
5664,2-s2.0-85090843923,2,1,1,Article,2020.0,9.0,17.0
5665,2-s2.0-85076505939,0,0,1,Article,2020.0,1.0,10.0
5666,2-s2.0-85074644581,28,1,1,Article,2020.0,1.0,13.0
5667,2-s2.0-85081745907,0,0,1,Article,2020.0,3.0,41.0
5668,2-s2.0-85075468039,0,0,1,Article,2020.0,1.0,1.0
5669,2-s2.0-85087477794,3,1,1,Article,2020.0,8.0,20.0
5670,2-s2.0-85083661454,111,1,1,Article,2020.0,6.0,132.0
5671,2-s2.0-85091404948,6,1,1,Article,2020.0,4.0,4.0
5672,2-s2.0-85098774941,0,0,1,Article,2020.0,10.0,5.0
5673,2-s2.0-85088376454,0,0,1,Article,2020.0,12.0,3.0
5674,2-s2.0-85085898903,0,0,1,Article,2020.0,12.0,4.0
5675,2-s2.0-85085275602,5,1,1,Article,2020.0,4.0,24.0
5676,2-s2.0-85061900274,3,1,1,Article,2020.0,10.0,2.0
5677,2-s2.0-85078884975,5,1,1,Article,2020.0,12.0,30.0
5678,2-s2.0-85105961631,0,0,0,Article,2020.0,6.0,0.0
5679,2-s2.0-85090230056,1,1,1,Article,2020.0,6.0,11.0
5680,2-s2.0-85079462637,5,1,1,Article,2020.0,1.0,3.0
5681,2-s2.0-85082082141,3,1,1,Article,2020.0,3.0,4.0
5682,2-s2.0-85078032861,7,1,1,Article,2020.0,11.0,11.0
5683,2-s2.0-85097170650,0,0,1,Article,2020.0,12.0,2.0
5684,2-s2.0-85067029849,0,0,0,Article,2020.0,3.0,3.0
5685,2-s2.0-85088163145,5,1,1,Article,2020.0,7.0,8.0
5686,2-s2.0-85090359698,3,1,1,Article,2020.0,12.0,23.0
5687,2-s2.0-85082534612,2,1,1,Article,2020.0,4.0,15.0
5688,2-s2.0-85094809714,0,0,1,Article,2020.0,10.0,2.0
5689,2-s2.0-85081210596,4,1,1,Article,2020.0,7.0,7.0
5690,2-s2.0-85084495115,3,1,1,Article,2020.0,8.0,25.0
5691,2-s2.0-85086097817,0,0,1,Article,2020.0,6.0,20.0
5692,2-s2.0-85088584413,2,1,1,Article,2020.0,8.0,13.0
5693,2-s2.0-85078132633,0,0,1,Article,2020.0,2.0,120.0
5694,2-s2.0-85087590569,3,1,1,Article,2020.0,11.0,7.0
5695,2-s2.0-85060333274,0,0,1,Article,2020.0,5.0,2.0
5696,2-s2.0-85090111562,0,0,1,Article,2020.0,3.0,3.0
5697,2-s2.0-85078835895,0,0,1,Article,2020.0,1.0,21.0
5698,2-s2.0-85089183994,0,0,1,Article,2020.0,9.0,6.0
5699,2-s2.0-85069879723,3,1,1,Article,2020.0,1.0,5.0
5700,2-s2.0-85092105658,4,1,1,Article,2020.0,3.0,6.0
5701,2-s2.0-85070224570,3,1,1,Article,2020.0,7.0,32.0
5702,2-s2.0-85092889885,2,1,1,Article,2020.0,10.0,11.0
